"city","tag","date","time","pit_notes"
985,153000401611,"2016-05-18","10:49:15",NULL
985,153000400657,"2016-05-25","11:06:04",NULL
985,153000404102,"2016-05-29","10:27:00",NULL
985,153000354021,"2017-06-02","14:27:49",NULL
985,153000400570,"2016-05-21","13:05:04",NULL
985,153000363882,"2015-06-13","09:20:20",NULL
985,153000400569,"2016-06-16","09:36:58",NULL
982,"000411818503","2017-05-22","14:27:52",NULL
982,"000411818474","2017-05-20","10:44:37",NULL
982,"000411818518","2017-05-15","13:10:31",NULL
985,153000400569,"2016-05-29","15:18:31",NULL
985,153000400546,"2016-05-12","15:45:13",NULL
986,112100168430,"2017-05-25","13:08:47",NULL
985,153000400487,"2016-05-16","11:38:19",NULL
986,112100172363,"2017-06-04","14:43:14",NULL
985,153000400484,"2016-06-16","08:52:55",NULL
982,"000411818514","2017-05-15","10:07:25",NULL
985,153000400354,"2016-05-28","14:44:13",NULL
982,"000411818535","2017-05-22","10:41:40",NULL
985,153000407381,"2016-06-05","13:03:09",NULL
985,153000400302,"2016-05-21","09:27:56",NULL
985,153000403806,"2016-05-26","13:20:00",NULL
985,153000375761,"2017-06-13","09:46:51",NULL
985,153000400051,"2016-05-25","14:59:12",NULL
985,153000399810,"2016-05-19","14:27:05",NULL
982,"000411818473","2017-05-20","11:24:37",NULL
985,153000355034,"2016-06-07","15:09:21",NULL
985,153000399727,"2016-05-19","09:22:10",NULL
985,153000399724,"2016-05-21","14:15:14",NULL
985,153000370592,"2015-06-13","09:16:08",NULL
985,153000399653,"2016-05-14","15:48:46",NULL
985,153000399571,"2016-06-03","13:24:39",NULL
985,153000403050,"2016-06-16","08:05:35",NULL
985,153000399528,"2016-05-17","13:46:45",NULL
985,153000371560,"2015-06-14","09:30:01",NULL
982,"000411818561","2017-05-30","14:20:11",NULL
985,153000402239,"2016-05-12","11:27:59",NULL
985,153000376136,"2016-06-14","09:45:33",NULL
986,112100172573,"2017-06-11","10:31:21",NULL
985,153000403443,"2016-05-26","13:30:38",NULL
985,153000376136,"2016-05-14","11:28:28",NULL
985,153000404875,"2017-05-20","11:52:35",NULL
985,153000403636,"2016-05-21","14:02:47",NULL
985,153000403433,"2016-05-29","15:22:40",NULL
985,153000405499,"2016-05-17","10:19:41",NULL
985,153000401894,"2016-05-25","14:21:04",NULL
982,"000411818470","2017-05-15","14:35:08",NULL
982,"000411818507","2017-05-28","09:32:46",NULL
985,153000403084,"2016-06-05","10:05:22",NULL
985,153000375983,"2015-01-10","08:45:32",NULL
985,153000402774,"2017-06-12","09:09:03",NULL
985,153000405176,"2016-05-26","10:43:23",NULL
985,153000375971,"2015-02-13","02:38:19",NULL
985,153000372250,"2015-06-13","14:36:38",NULL
985,153000375914,"2016-06-14","10:09:25",NULL
985,153000372499,"2017-05-30","10:22:18",NULL
985,153000375883,"2015-01-14","14:22:35",NULL
985,153000375827,"2016-05-19","09:56:08",NULL
986,112100163474,"2017-06-10","10:38:41",NULL
985,153000375532,"2015-01-06","06:46:33",NULL
986,112100163361,"2017-06-15","10:58:51",NULL
985,153000375914,"2016-06-14","10:15:55",NULL
985,153000401362,"2016-05-12","14:18:14",NULL
985,153000375532,"2015-01-10","10:51:47",NULL
985,153000401769,"2016-05-18","11:38:13",NULL
985,153000375532,"2015-01-08","10:49:17",NULL
985,153000375532,"2015-01-06","06:43:39",NULL
986,112100162854,"2017-06-10","14:46:01",NULL
985,153000404233,"2016-05-25","14:16:33",NULL
982,"000411818463","2017-05-16","10:28:34",NULL
985,153000407411,"2016-05-14","15:00:33",NULL
986,112100163323,"2017-05-30","09:33:41",NULL
985,153000405045,"2016-05-28","11:18:35",NULL
985,153000375325,"2015-01-10","11:15:27",NULL
986,112100164940,"2017-06-10","13:49:45",NULL
985,153000375325,"2015-01-08","10:48:22",NULL
985,153000375325,"2015-01-06","06:50:44",NULL
982,"000411818470","2017-06-11","14:21:45",NULL
985,153000375325,"2015-01-06","06:50:38",NULL
985,153000375244,"2015-06-13","15:22:10",NULL
985,153000375244,"2015-01-19","14:11:35",NULL
985,153000399808,"2016-05-29","10:43:34",NULL
985,153000375244,"2015-01-10","14:30:14",NULL
985,153000375244,"2015-01-09","13:27:44",NULL
986,112100170677,"2017-06-10","13:55:13",NULL
985,153000375971,"2015-01-10","08:38:58",NULL
985,153000407650,"2016-05-29","10:33:43",NULL
985,153000374934,"2015-01-06","06:41:21",NULL
985,153000374672,"2015-01-06","06:53:13",NULL
982,"000411818594","2017-06-04","14:26:09",NULL
985,153000405846,"2016-06-02","11:32:00",NULL
985,153000374672,"2015-01-06","06:50:34",NULL
985,153000403071,"2017-05-25","10:39:55",NULL
985,153000374672,"2015-01-06","06:47:23",NULL
982,"000411818580","2017-05-21","09:56:01",NULL
985,153000374672,"2015-01-06","06:46:18",NULL
985,153000371588,"2016-06-14","09:15:33",NULL
985,153000371224,"2016-05-14","12:21:35",NULL
985,153000354021,"2016-06-07","13:49:42",NULL
985,153000401889,"2015-06-13","09:11:05",NULL
985,153000354668,"2016-06-05","13:06:00",NULL
985,153000374351,"2016-06-14","10:00:56",NULL
985,153000368475,"2016-06-03","10:41:49",NULL
986,112100170625,"2016-06-15","10:58:56",NULL
985,153000352732,"2016-05-12","10:46:23",NULL
985,153000354884,"2016-06-07","09:56:54",NULL
982,"000411818627","2017-06-06","12:16:20",NULL
986,112100164750,"2017-06-05","12:28:02",NULL
986,112100174186,"2016-06-15","10:41:03",NULL
985,153000404075,"2016-05-17","11:39:06",NULL
985,153000373978,"2015-01-09","12:33:44",NULL
986,112100175508,"2017-06-10","10:13:53",NULL
982,"000411818699","2017-06-06","10:46:51",NULL
986,112100168773,"2017-05-28","11:32:52",NULL
985,153000373851,"2015-01-08","13:58:42",NULL
985,153000402044,"2016-06-05","13:36:58",NULL
985,153000401130,"2016-05-21","09:54:52",NULL
985,153000353898,"2016-05-31","10:33:26",NULL
985,153000373778,"2016-06-14","12:56:17",NULL
985,153000373778,"2016-05-15","12:55:52",NULL
985,153000355896,"2015-06-14","10:21:56",NULL
985,153000404497,"2016-05-15","12:45:34",NULL
986,112100172701,"2016-06-15","10:26:53",NULL
985,153000373695,"2015-01-19","14:32:41",NULL
985,153000354147,"2016-06-07","15:14:01",NULL
985,153000373695,"2015-01-10","15:15:35",NULL
985,153000373695,"2015-01-09","12:34:15",NULL
985,153000403468,"2015-06-13","09:10:51",NULL
985,153000356407,"2015-06-14","09:55:53",NULL
985,153000403414,"2016-06-16","08:46:13",NULL
986,112100174186,"2017-05-13","11:15:29",NULL
985,153000373375,"2015-01-10","08:41:57",NULL
986,112100164868,"2016-06-14","12:41:32",NULL
985,153000373315,"2015-06-14","13:41:38",NULL
985,153000404724,"2016-06-16","08:47:05",NULL
985,153000369796,"2016-06-03","13:11:58",NULL
982,"000411818512","2017-05-15","14:13:53",NULL
985,153000373270,"2016-05-27","09:45:46",NULL
986,112100173441,"2017-06-15","13:15:13",NULL
985,153000373851,"2015-01-10","10:57:15",NULL
986,112100172338,"2017-06-11","09:19:46",NULL
985,153000363537,"2017-05-15","11:25:58",NULL
985,153000373116,"2015-06-14","10:50:01",NULL
985,153000404810,"2016-06-16","07:52:50",NULL
985,153000375622,"2015-01-14","14:14:57",NULL
985,153000373100,"2015-01-08","14:01:37",NULL
985,153000368815,"2016-06-07","12:37:25",NULL
985,153000375532,"2015-01-08","13:58:02",NULL
985,153000373100,"2015-01-06","06:46:14",NULL
982,"000411818558","2017-06-04","11:17:26",NULL
985,153000373100,"2015-01-06","06:40:43",NULL
982,"000411818614","2017-05-22","10:12:25",NULL
985,153000407052,"2016-05-25","13:39:08",NULL
985,153000407050,"2016-05-18","10:39:22",NULL
986,112100163196,"2017-06-13","08:22:34",NULL
985,153000372065,"2015-01-09","12:32:42",NULL
986,112100168025,"2017-06-08","09:20:55",NULL
985,153000370174,"2015-06-13","09:16:24",NULL
985,153000402132,"2016-06-15","13:13:41",NULL
985,153000401702,"2016-06-04","09:34:36",NULL
986,112100171979,"2016-06-16","09:33:43",NULL
985,153000371370,"2016-06-04","09:10:27",NULL
985,153000372888,"2016-06-02","13:16:34",NULL
985,153000372825,"2016-06-02","13:04:42",NULL
985,153000355571,"2015-06-14","14:11:55",NULL
985,153000404499,"2016-06-15","13:01:42",NULL
985,153000372731,"2016-05-12","10:31:14",NULL
985,153000372731,"2015-06-13","11:28:12",NULL
985,153000372731,"2015-01-08","14:57:20",NULL
985,153000372731,"2015-01-06","06:41:53",NULL
985,153000401709,"2016-05-28","10:30:54",NULL
985,153000372714,"2016-06-05","13:56:13",NULL
985,153000372882,"2016-05-30","12:30:10",NULL
985,153000372649,"2015-06-14","09:37:20",NULL
985,153000372637,"2016-05-31","11:21:12",NULL
982,"000411818599","2017-05-19","10:31:50",NULL
985,153000356731,"2016-06-07","10:47:06",NULL
985,153000372608,"2015-06-14","14:38:12",NULL
986,112100163135,"2017-05-27","09:37:58",NULL
985,153000372549,"2015-06-13","09:17:13",NULL
985,153000403134,"2016-05-18","14:29:44",NULL
985,153000372499,"2016-06-05","12:43:31",NULL
985,153000368794,"2016-05-31","09:40:24",NULL
985,153000372484,"2016-06-03","13:35:45",NULL
982,"000411818598","2017-06-04","12:10:31",NULL
982,"000411818595","2017-05-30","13:23:13",NULL
985,153000405084,"2016-05-25","11:40:33",NULL
985,153000372461,"2015-06-14","14:45:06",NULL
985,153000368743,"2016-05-31","10:06:45",NULL
985,153000403031,"2016-06-04","09:19:57",NULL
982,"000411818616","2017-05-30","11:06:35",NULL
985,153000372322,"2016-06-05","10:33:59",NULL
982,"000411818564","2017-05-30","09:56:56",NULL
985,153000403397,"2016-05-19","09:04:35",NULL
986,112100177614,"2016-06-14","13:34:34",NULL
985,153000372302,"2016-06-07","14:35:02",NULL
986,112100172199,"2017-05-22","14:15:14",NULL
985,153000404810,"2016-05-28","10:22:08",NULL
985,153000372250,"2015-01-19","13:31:32",NULL
982,"000411818563","2017-05-30","09:42:05",NULL
985,153000372250,"2015-01-10","11:12:50",NULL
985,153000372250,"2015-01-08","15:50:19",NULL
985,153000407489,"2017-06-13","08:47:49",NULL
985,153000372283,"2015-01-14","14:11:42",NULL
986,112100165030,"2017-06-10","10:07:32",NULL
985,153000372250,"2015-01-08","14:00:44",NULL
985,153000356267,"2015-06-13","09:21:00",NULL
985,153000372250,"2015-01-08","10:49:02",NULL
982,"000411818466","2017-06-11","11:37:43",NULL
982,"000411818484","2017-05-15","13:29:29",NULL
985,153000372250,"2015-01-06","06:42:13",NULL
985,153000375532,"2015-01-06","06:44:30",NULL
985,153000364762,"2016-06-03","15:06:55",NULL
985,153000372245,"2015-06-14","09:52:43",NULL
985,153000373100,"2015-01-08","10:49:25",NULL
985,153000372235,"2016-05-31","14:14:24",NULL
985,153000372209,"2016-06-05","09:47:15",NULL
985,153000372170,"2016-06-02","14:10:46",NULL
985,153000401598,"2016-05-21","13:54:23",NULL
985,153000372151,"2016-06-02","09:29:06",NULL
985,153000370074,"2016-05-31","13:28:43",NULL
985,153000372065,"2015-01-19","15:42:15",NULL
985,153000372065,"2015-01-09","14:48:25",NULL
985,153000400949,"2016-05-12","11:19:07",NULL
985,153000352072,"2016-05-18","14:51:29",NULL
985,153000372009,"2016-06-07","09:50:22",NULL
982,"000411818634","2017-06-13","08:54:51",NULL
985,153000355417,"2015-06-14","15:24:49",NULL
985,153000371995,"2016-06-07","10:55:41",NULL
985,153000371825,"2015-06-14","13:46:14",NULL
985,153000371791,"2015-01-09","15:35:13",NULL
985,153000369267,"2017-06-10","10:11:46",NULL
985,153000371766,"2016-05-26","13:22:08",NULL
986,112100164868,"2017-05-19","12:04:35",NULL
985,153000372474,"2016-06-02","09:22:52",NULL
985,153000405190,"2016-05-18","09:27:20",NULL
985,153000371747,"2016-06-02","13:55:45",NULL
985,153000404325,"2016-05-26","13:26:16",NULL
982,"000411818612","2017-06-05","15:24:54",NULL
985,153000371727,"2015-06-14","11:20:28",NULL
985,153000401702,"2017-05-30","14:35:49",NULL
985,153000371722,"2016-06-03","13:52:34",NULL
985,153000399653,"2017-05-19","14:36:57",NULL
986,112100175245,"2016-06-14","14:01:26",NULL
985,153000371643,"2016-06-05","12:38:42",NULL
985,153000401581,"2016-05-28","14:26:43",NULL
985,153000405269,"2016-06-05","09:20:55",NULL
985,153000371626,"2015-01-09","12:31:32",NULL
985,153000371626,"2015-01-08","13:59:11",NULL
982,"000411818607","2017-05-30","10:06:43",NULL
985,153000352056,"2016-05-14","15:04:43",NULL
985,153000371626,"2015-01-08","13:49:09",NULL
985,153000405462,"2016-06-04","10:35:57",NULL
985,153000371626,"2015-01-08","10:48:08",NULL
985,153000371626,"2015-01-06","06:42:37",NULL
985,153000371658,"2016-06-03","13:15:33",NULL
985,153000403306,"2016-06-04","10:22:42",NULL
985,153000373315,"2015-01-19","14:49:20",NULL
985,153000373978,"2015-01-09","13:13:56",NULL
985,153000371510,"2015-01-10","08:40:49",NULL
985,153000406699,"2016-05-21","12:36:13",NULL
985,153000371477,"2016-05-11","16:56:05",NULL
982,"000411818567","2017-06-04","10:50:33",NULL
982,"000411818628","2017-05-29","11:11:46",NULL
985,153000372339,"2017-05-16","10:37:36",NULL
985,153000371463,"2016-05-27","10:40:36",NULL
985,153000355356,"2016-06-03","09:36:02",NULL
986,112100172594,"2017-06-09","09:16:17",NULL
986,112100168885,"2017-06-05","16:05:09",NULL
985,153000375325,"2015-01-08","15:54:30",NULL
982,"000411818574","2017-06-04","12:28:01",NULL
985,153000403433,"2016-06-16","09:30:18",NULL
982,"000411818475","2017-05-14","11:24:10",NULL
985,153000375325,"2015-01-06","06:43:15",NULL
985,153000371381,"2015-06-14","14:51:43",NULL
985,153000371973,"2016-06-02","14:07:53",NULL
985,153000369143,"2015-06-13","09:14:58",NULL
985,153000371376,"2016-06-03","13:20:39",NULL
985,153000371354,"2015-01-10","08:43:16",NULL
985,153000402617,"2016-05-26","12:50:37",NULL
985,153000406375,"2016-05-19","11:50:55",NULL
985,153000404134,"2015-06-14","15:19:50",NULL
985,153000352985,"2016-06-05","10:36:08",NULL
985,153000370992,"2016-05-30","10:31:46",NULL
985,153000371280,"2016-05-30","11:53:50",NULL
986,112100171979,"2016-05-11","18:11:36",NULL
985,153000404530,"2016-05-21","13:26:25",NULL
986,112100172380,"2017-05-25","09:34:11",NULL
985,153000371164,"2015-01-19","10:50:24",NULL
985,153000371164,"2015-01-08","12:48:17",NULL
985,153000371164,"2015-01-08","10:49:10",NULL
985,153000371164,"2015-01-06","06:41:26",NULL
985,153000403761,"2016-06-15","13:44:18",NULL
985,153000371121,"2016-06-07","14:01:09",NULL
985,153000371016,"2015-01-19","13:50:17",NULL
985,153000370613,"2016-06-09","09:00:39",NULL
985,153000371016,"2015-01-09","12:33:03",NULL
985,153000405091,"2016-06-03","12:47:37",NULL
985,153000400979,"2016-06-03","14:16:58",NULL
985,153000356736,"2016-06-07","12:55:42",NULL
985,153000372032,"2016-05-31","14:25:49",NULL
985,153000371009,"2016-05-31","13:55:13",NULL
985,153000373608,"2016-06-14","13:15:23",NULL
986,112100165105,"2017-06-02","12:41:16",NULL
985,153000356086,"2016-06-03","15:10:32",NULL
985,153000375267,"2015-01-10","08:41:32",NULL
985,153000375516,"2015-01-10","08:39:41",NULL
985,153000406100,"2016-05-25","14:01:26",NULL
985,153000370707,"2015-01-19","14:45:52",NULL
985,153000371359,"2016-06-07","10:49:50",NULL
986,112100164157,"2017-05-30","10:55:28",NULL
985,153000355812,"2016-06-02","09:17:22",NULL
985,153000370707,"2015-01-10","15:26:51",NULL
985,153000370707,"2015-01-09","14:57:39",NULL
985,153000370668,"2016-06-03","09:18:02",NULL
985,153000370612,"2016-06-07","09:36:32",NULL
985,153000373270,"2017-06-13","09:49:04",NULL
985,153000375983,"2015-01-14","14:47:28",NULL
985,153000405042,"2015-06-13","09:13:23",NULL
985,153000369575,"2016-06-02","09:56:02",NULL
985,153000401620,"2016-05-12","15:16:21",NULL
985,153000403460,"2016-06-02","13:33:45",NULL
985,153000370505,"2016-05-31","12:58:07",NULL
985,153000404213,"2016-05-14","13:13:44",NULL
985,153000370477,"2016-05-31","10:27:58",NULL
985,153000372731,"2015-01-08","13:59:45",NULL
985,153000371731,"2016-05-31","11:03:35",NULL
985,153000370445,"2016-05-30","10:42:53",NULL
985,153000370407,"2015-06-13","09:16:48",NULL
986,112100169753,"2017-06-05","12:47:25",NULL
985,153000356423,"2016-05-30","11:03:31",NULL
985,153000401582,"2016-05-16","11:42:05",NULL
985,153000403306,"2017-05-30","13:30:08",NULL
985,153000370405,"2016-06-03","09:30:22",NULL
985,153000370223,"2016-06-07","14:47:22",NULL
985,153000370633,"2016-05-31","10:02:00",NULL
982,"000411818602","2017-06-11","11:16:53",NULL
985,153000370217,"2016-06-03","14:04:27",NULL
985,153000356060,"2016-06-03","09:41:22",NULL
985,153000370198,"2016-06-07","14:09:53",NULL
986,112100172583,"2017-06-10","14:05:46",NULL
985,153000402963,"2016-05-14","14:34:53",NULL
985,153000354533,"2015-06-13","15:12:28",NULL
985,153000370368,"2016-06-03","13:57:29",NULL
985,153000400875,"2016-05-21","14:19:13",NULL
985,153000371510,"2015-01-14","14:05:26",NULL
985,153000371477,"2016-05-27","11:06:26",NULL
986,112100172396,"2017-06-11","10:45:05",NULL
985,153000370013,"2016-06-03","09:46:26",NULL
985,153000404860,"2016-05-12","14:13:59",NULL
986,112100172301,"2017-06-15","10:11:29",NULL
986,112100168306,"2017-06-05","15:49:51",NULL
985,153000370000,"2015-06-14","13:30:39",NULL
985,153000369925,"2016-06-05","12:55:27",NULL
985,153000354604,"2015-06-14","10:27:15",NULL
985,153000369909,"2016-06-04","09:06:07",NULL
985,153000404260,"2016-05-16","14:22:07",NULL
985,153000401829,"2017-05-22","10:53:10",NULL
985,153000369904,"2016-06-03","15:17:34",NULL
985,153000355839,"2016-06-07","10:07:57",NULL
985,153000373608,"2016-05-15","13:06:21",NULL
985,153000372099,"2015-06-14","15:45:22",NULL
985,153000369901,"2016-06-07","10:05:17",NULL
985,153000406201,"2016-06-05","13:49:58",NULL
985,153000355893,"2016-06-02","11:00:52",NULL
985,153000354211,"2016-05-31","10:43:37",NULL
985,153000372283,"2015-01-14","14:52:29",NULL
985,153000369788,"2016-05-30","10:54:15",NULL
985,153000401018,"2016-05-29","10:05:25",NULL
985,153000403998,"2016-05-21","10:39:50",NULL
985,153000371171,"2016-06-03","09:43:54",NULL
986,112100172670,"2017-06-11","11:33:53",NULL
986,112100165211,"2017-06-05","14:44:06",NULL
985,153000369541,"2015-06-14","14:30:06",NULL
985,153000407417,"2016-05-12","11:10:18",NULL
985,153000369480,"2016-06-05","10:29:12",NULL
985,153000369431,"2016-06-03","09:24:51",NULL
985,153000369402,"2016-05-31","10:46:03",NULL
982,"000411818551","2017-06-11","10:48:31",NULL
985,153000369352,"2016-05-31","13:46:42",NULL
985,153000373315,"2015-01-09","15:21:47",NULL
985,153000371455,"2015-06-14","10:58:11",NULL
985,153000405134,"2016-05-21","09:00:37",NULL
985,153000404421,"2016-05-31","11:24:43",NULL
985,153000403760,"2016-05-18","09:37:22",NULL
985,153000368922,"2016-06-04","09:45:28",NULL
985,153000368900,"2016-06-03","10:25:05",NULL
986,112100168637,"2017-05-30","11:47:39",NULL
985,153000363602,"2016-05-31","10:38:12",NULL
985,153000368898,"2015-06-13","09:14:42",NULL
985,153000372731,"2015-01-08","13:51:17",NULL
985,153000372176,"2016-06-07","09:14:47",NULL
985,153000368771,"2016-05-31","13:52:06",NULL
985,153000375883,"2015-01-10","08:44:00",NULL
985,153000372065,"2015-01-09","15:10:43",NULL
985,153000368655,"2016-05-31","09:42:47",NULL
985,153000368613,"2016-05-31","10:13:04",NULL
985,153000369499,"2016-06-05","10:23:02",NULL
985,153000368572,"2016-05-12","10:55:40",NULL
986,112100172744,"2017-06-09","12:37:29",NULL
986,112100173091,"2017-05-27","10:42:10",NULL
985,153000368572,"2015-06-13","09:17:01",NULL
985,153000368531,"2016-06-02","09:52:38",NULL
985,153000405540,"2016-05-12","11:00:30",NULL
985,153000375532,"2015-01-08","14:40:11",NULL
985,153000373851,"2015-01-19","11:00:08",NULL
982,"000411818453","2017-05-15","10:54:00",NULL
985,153000373100,"2015-01-06","06:46:22",NULL
985,153000368530,"2016-05-30","11:56:45",NULL
985,153000403068,"2016-05-29","12:23:11",NULL
982,"000411818634","2017-05-25","10:55:56",NULL
985,153000373695,"2015-01-09","14:09:40",NULL
985,153000368228,"2016-05-31","09:11:58",NULL
985,153000368798,"2016-06-07","12:46:45",NULL
985,153000368057,"2015-06-14","15:12:49",NULL
982,"000411818469","2017-05-15","10:32:07",NULL
985,153000403603,"2015-06-13","09:11:21",NULL
985,153000405647,"2016-05-21","13:08:06",NULL
985,153000356639,"2016-05-30","14:44:39",NULL
985,153000367965,"2016-06-05","14:05:37",NULL
982,"000411818588","2017-05-29","10:53:26",NULL
985,153000406941,"2016-05-29","10:22:40",NULL
985,153000372610,"2016-06-03","09:14:25",NULL
985,153000365013,"2016-05-31","11:00:42",NULL
986,112100165762,"2017-05-20","12:11:12",NULL
985,153000403414,"2016-05-28","14:07:47",NULL
985,153000356018,"2016-06-04","11:05:18",NULL
982,"000411818542","2017-06-04","15:09:48",NULL
986,112100172025,"2017-06-02","13:34:53",NULL
985,153000355443,"2015-06-14","15:37:09",NULL
985,153000364576,"2016-05-14","11:44:32",NULL
985,153000364372,"2016-05-30","11:12:13",NULL
985,153000364277,"2015-06-14","14:42:10",NULL
985,153000374351,"2016-05-14","12:14:10",NULL
985,153000402472,"2016-05-16","13:23:18",NULL
985,153000372650,"2016-05-30","11:50:14",NULL
985,153000364065,"2015-06-14","15:42:51",NULL
985,153000364747,"2016-06-07","12:53:00",NULL
985,153000364055,"2016-06-03","09:11:01",NULL
985,153000364038,"2016-06-07","13:23:00",NULL
985,153000402079,"2016-05-19","11:56:44",NULL
985,153000368313,"2016-05-31","09:22:33",NULL
985,153000354525,"2015-06-13","09:17:25",NULL
985,153000402996,"2016-05-29","10:57:48",NULL
982,"000411818486","2017-06-11","10:20:49",NULL
