"anem_table_id","dive_table_id","anem_obs_time","anem_spp","anem_dia","anem_id","old_anem_id","anem_collector","depth_m","depth_ft","anem_sample_id","anem_notes","anem_correction","anem_corr_date","anem_corr_editor","anem_corr_message","anem_obs"
2507,95,"12:30:00","HECR",30,NULL,NULL,"MRS",NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2515,95,"13:27:00","ENQD",30,NULL,NULL,"MRS",NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2519,95,"13:59:00",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2520,95,"14:01:00","HECR",30,NULL,NULL,"MRS",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2527,95,"14:22:00",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,"2ND TRANSECT",NULL,NULL,NULL,NULL,NULL
2531,98,"08:45:00",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,"reef like structure",NULL,NULL,NULL,NULL,NULL
2538,98,"09:11:00",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,"tree stump",NULL,NULL,NULL,NULL,NULL
2539,98,"09:24:00",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,"turning around",NULL,NULL,NULL,NULL,NULL
2544,99,"12:37:00","HECR",30,NULL,NULL,"MRS",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2546,99,"12:40:00","HECR",25,NULL,NULL,"MRS",NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2552,100,"08:18:00","HECR",30,NULL,NULL,"MRS",NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2550,100,"08:10:00","HECR",40,NULL,NULL,"MRS",NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2554,100,"08:26:00","HECR",30,NULL,NULL,"MRS",NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2556,100,"08:43:00","MADO",5,NULL,NULL,"MRS",NULL,16,NULL,"AT THE STRANGE ROOT/ROCK PILE",NULL,NULL,NULL,NULL,NULL
5183,212,"13:29:18","HECR",30,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2620,107,"11:40:00","HECR",30,NULL,NULL,"MRS",NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7425,321,"14:39:00","HECR",20,NULL,NULL,"MRS",2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
966,40,"11:31:45","HECR",20,NULL,NULL,"MLP",NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
969,40,"11:35:49","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
972,40,"11:35:49","HECR",20,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
979,40,"11:42:35","HECR",40,NULL,NULL,"MLP",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7833,331,"10:13:00","ENQD",30,NULL,NULL,"MRS",6.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
990,40,"11:52:52","HECR",60,NULL,NULL,"MLP",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
998,40,"12:06:26","HECR",10,NULL,NULL,"MLP",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2972,132,"15:03:00","HECR",30,NULL,NULL,"MRS",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,18,"08:57:00","HECR",60,NULL,NULL,"MLP",2.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2983,132,"15:18:00","HECR",20,NULL,NULL,"MRS",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8013,337,"10:19:00","HEAR",15,NULL,NULL,"MRS",3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2990,131,"15:26:10","HECR",20,NULL,NULL,"JAH",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3016,132,"15:55:00","HECR",35,NULL,NULL,"MRS",NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,18,"09:23:00","HECR",30,NULL,NULL,"MLP",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1057,40,"12:15:15","HECR",20,NULL,NULL,"MLP",NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
264,12,"09:07:00","HECR",30,NULL,NULL,"MLP",2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268,12,"09:15:00","HECR",15,NULL,NULL,"MLP",2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2155,87,"10:04:00","HECR",40,NULL,NULL,"MRS",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
269,12,"09:17:00","HECR",30,NULL,NULL,"MLP",2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1592,60,"14:02:50","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
270,12,"09:22:00","HECR",20,NULL,NULL,"MLP",2.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2167,87,"11:05:00","HECR",15,NULL,NULL,"MRS",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1602,60,"14:26:45","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1604,60,"14:35:30","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2187,88,"14:20:00","HECR",30,NULL,NULL,"MRS",NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1613,60,"14:46:09","HECR",40,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1622,61,"16:24:30","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,"now on the reef",NULL,NULL,NULL,NULL,NULL
141,9,"12:57:00","HECR",15,NULL,NULL,"MLP",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1636,61,"16:31:30","HECR",25,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1637,61,"16:31:30","HECR",20,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1638,61,"16:31:30","HECR",15,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2283,90,"14:56:00","HECR",NULL,NULL,NULL,"MRS",NULL,6,NULL,"TONS OF ANEMONES. Michelle estimated as 50 in 8/2014.",NULL,NULL,NULL,NULL,NULL
2299,90,"14:56:00","HECR",NULL,NULL,NULL,"MRS",NULL,6,NULL,"TONS OF ANEMONES. Michelle estimated as 50 in 8/2014.",NULL,NULL,NULL,NULL,NULL
2315,90,"14:56:00","HECR",NULL,NULL,NULL,"MRS",NULL,6,NULL,"TONS OF ANEMONES. Michelle estimated as 50 in 8/2014.",NULL,NULL,NULL,NULL,NULL
7369,318,"11:26:00","HECR",30,NULL,NULL,"MRS",1.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
334,15,"09:45:00","HECR",25,NULL,NULL,"MLP",2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7511,322,"10:56:00","HECR",30,NULL,NULL,"MRS",1.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7623,323,"14:38:00","HECR",30,NULL,NULL,"MRS",1.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,18,"08:57:00","HECR",30,NULL,NULL,"MLP",2.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1003,40,"12:10:52","HECR",40,NULL,NULL,"MLP",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8063,339,"10:21:00","HECR",30,NULL,NULL,"MRS",2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8075,339,"10:33:00","HECR",30,NULL,NULL,"MRS",2.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1014,40,"12:11:34","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1016,40,"12:11:34","HECR",20,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1019,40,"12:11:34","HECR",20,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1020,40,"12:11:34","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1021,40,"12:11:34","HECR",15,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1022,40,"12:11:34","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1023,40,"12:11:34","HECR",15,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1542,59,"11:52:52","HECR",25,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5155,209,"13:25:05","HECR",17,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
28,4,"15:12:00","ENQD",60,NULL,NULL,"MLP",3.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1799,72,"15:52:00","HEAR",15,NULL,NULL,"MRS",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1035,40,"12:13:22","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 30 total",NULL,NULL,NULL,NULL,NULL
1545,59,"11:54:54","HECR",10,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1800,72,"15:55:00","HECR",5,NULL,NULL,"MRS",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5159,209,"13:25:05","HECR",19,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1036,40,"12:13:22","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 30 total",NULL,NULL,NULL,NULL,NULL
5161,209,"13:25:05","HECR",19,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
645,23,"11:15:00","????",NULL,NULL,NULL,"MLP",NULL,15,NULL,"Changed Col from YE to Y to simplify tail color codes (MRS 7/17/17)",NULL,NULL,NULL,NULL,NULL
1802,72,"16:07:00","STME",NULL,NULL,NULL,"MRS",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5167,212,"13:27:04","HECR",20,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1038,40,"12:13:22","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 30 total",NULL,NULL,NULL,NULL,NULL
1551,59,"12:03:45","HECR",20,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1042,40,"12:13:22","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 30 total",NULL,NULL,NULL,NULL,NULL
5191,209,"13:31:22","HECR",30,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1808,72,"16:41:00","HECR",15,NULL,NULL,"MRS",NULL,2,NULL,"Did not install anem tag by accident.",NULL,NULL,NULL,NULL,NULL
1044,40,"12:13:22","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 30 total",NULL,NULL,NULL,NULL,NULL
1825,73,"10:04:00","HECR",30,NULL,NULL,"MLP",NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5259,210,"13:45:00","HECR",30,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5385,209,"14:04:44","HECR",12,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5395,210,"14:06:30","HECR",25,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1095,41,"13:48:30","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 33 total from this location. Many with APPE.",NULL,NULL,NULL,NULL,NULL
5401,209,"14:07:13","HECR",30,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
675,25,"10:59:00","HECR",30,NULL,NULL,"MLP",NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1861,75,"15:13:00","HECR",20,NULL,NULL,"MLP",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5403,209,"14:07:13","HECR",22,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5407,210,"14:08:00","HECR",30,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5417,212,"14:10:21","HECR",25,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5419,210,"14:10:30","HECR",25,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1865,75,"15:31:00","HECR",20,NULL,NULL,"MLP",NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5421,210,"14:11:30","HECR",30,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
233,10,"15:30:00","HECR",20,NULL,NULL,"MLP",2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5429,209,"14:11:47","HECR",16,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1869,75,"15:48:00","HECR",40,NULL,NULL,"MLP",NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5435,211,"14:12:00","HECR",25,NULL,NULL,"MRS",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1105,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5439,212,"14:13:43","HECR",15,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1106,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5443,211,"14:14:00","HECR",35,NULL,NULL,"MRS",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1107,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5445,210,"14:15:00","HECR",25,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5455,209,"14:15:57","HECR",18,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1874,75,"16:02:00","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1110,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,12,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
234,10,"15:30:00","HECR",20,NULL,NULL,"MLP",2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5461,212,"14:20:58","HECR",25,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1876,76,"09:23:00","ENQD",5,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5463,210,"14:21:00","HECR",30,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1112,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
1113,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5469,209,"14:21:14","HECR",14,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5479,209,"14:23:13","HECR",10,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1880,76,"09:34:00","STME",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1116,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5481,211,"14:24:00","HECR",25,NULL,NULL,"MRS",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
685,25,"11:41:45","HECR",20,NULL,NULL,"MLP",NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5493,209,"14:25:29","HECR",27,NULL,NULL,"G_S",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
235,10,"15:30:00","HECR",25,NULL,NULL,"MLP",2.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1884,76,"09:50:00","HECR",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5495,210,"14:25:30","HECR",25,NULL,NULL,"PHF",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1120,41,"14:12:20","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 20 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5499,211,"14:27:00","HECR",20,NULL,NULL,"MRS",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5507,212,"14:27:24","HECR",30,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1887,76,"10:01:00","HECR",10,NULL,NULL,"MRS",NULL,NULL,NULL,"didn't catch",NULL,NULL,NULL,NULL,NULL
5509,211,"14:28:00","HECR",25,NULL,NULL,"MRS",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5511,211,"14:28:00","HECR",25,NULL,NULL,"MRS",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5513,212,"14:28:41","HECR",20,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
689,25,"11:45:30","HECR",20,NULL,NULL,"MLP",NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,10,"15:30:00","HECR",30,NULL,NULL,"MLP",2.5,NULL,NULL,"Yellow, rounded tail",NULL,NULL,NULL,NULL,NULL
1893,76,"10:29:00","HECR",40,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1894,76,"10:30:00","ENQD",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5535,212,"14:33:30","HECR",20,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1130,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5539,212,"14:33:30","HECR",15,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1131,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5541,209,"14:35:45","HECR",18,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5545,209,"14:35:45","HECR",25,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1645,61,"16:36:00","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,10,"15:30:00","HECR",50,NULL,NULL,"MLP",2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5557,210,"14:39:00","HECR",50,NULL,NULL,"PHF",NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1901,76,"10:55:00","ENQD",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5563,209,"14:40:35","HECR",16,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1137,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5571,212,"14:42:20","HECR",25,NULL,NULL,"JAH",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1139,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
1650,61,"16:36:00","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5581,209,"14:46:20","HECR",28,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5583,209,"14:47:08","HECR",25,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1906,76,"11:24:00","HECR",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1142,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5589,209,"14:47:08","HECR",32,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
238,10,"15:30:00","HECR",40,NULL,NULL,"MLP",2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5595,209,"14:47:08","HECR",25,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1909,76,"11:33:00","HECR",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1145,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5599,209,"14:49:57","HECR",24,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1146,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5605,209,"14:49:57","HECR",23,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5607,210,"14:50:45","HECR",10,NULL,NULL,"PHF",NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1912,76,"11:52:00","HECR",30,NULL,NULL,"MRS",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1148,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
5609,209,"14:53:30","HECR",21,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1914,76,"12:03:00","HECR",30,NULL,NULL,"MRS",NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5615,209,"14:53:30","HECR",23,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1150,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
1660,61,"16:36:00","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1661,61,"16:36:00","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
239,10,"15:30:00","HECR",30,NULL,NULL,"MLP",2.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5621,209,"14:55:58","HECR",28,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5623,209,"14:55:58","HECR",15,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1152,41,"14:43:45","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 25 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
1662,61,"16:36:00","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5625,209,"14:55:58","HECR",27,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
703,26,"13:58:15","HECR",15,NULL,NULL,"MLP",NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5629,209,"14:55:58","HECR",18,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5635,209,"15:00:10","HECR",24,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,3,"11:24:00","ENQD",40,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1919,77,"14:02:00","HECR",30,NULL,NULL,"MRS",NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1920,77,"14:10:00","ENQD",30,NULL,NULL,"MRS",NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5639,209,"15:01:33","HECR",26,NULL,NULL,"G_S",NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1156,41,"14:52:30","HECR",30,NULL,NULL,"MLP",NULL,11,NULL,"These are just approximated: I counted 17 total from this location. One quarter with APPE.",NULL,NULL,NULL,NULL,NULL
1666,61,"16:44:20","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1667,61,"16:44:20","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
208,10,"14:57:00","HECR",30,NULL,NULL,"MLP",3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1668,61,"16:44:20","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1670,61,"16:44:20","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1671,61,"16:44:20","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
26,4,"15:01:00","HECR",25,NULL,NULL,"MLP",4.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1674,61,"16:44:20","HECR",30,NULL,NULL,"MLP",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5673,238,"09:04:55","????",NULL,NULL,NULL,"MRS",NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5679,238,"09:40:00",NULL,NULL,NULL,NULL,"MRS",NULL,NULL,NULL,"DATA LOGGER #1",NULL,NULL,NULL,NULL,NULL
