"lat","lon","elev","time","unit"
10.8729883656,124.7116174456,0,"2017-05-15 03:21:19",5
10.8698306512,124.7158866003,0,"2017-05-30 05:35:42",5
10.8719020709,124.7137821559,0,"2017-05-14 02:52:38",4
10.6520272326,124.7837862186,0,"2017-06-09 03:54:45",4
10.8703967649,124.7150545288,0,"2017-06-10 02:49:41",4
10.7681346126,124.7844514064,0,"2017-05-22 01:44:42",4
10.6326841470,124.7768949531,0,"2017-06-02 04:29:54",4
10.6339639798,124.7769428976,0,"2017-06-05 05:07:27",5
10.8738530427,124.7107559536,0,"2017-05-15 04:38:58",4
10.6339896284,124.7767986450,0,"2017-06-05 04:39:12",5
10.7052292675,124.7830326017,0,"2017-06-10 08:07:31",5
10.8316927403,124.7424491867,0,"2017-05-11 01:20:22",4
10.6318799872,124.7768229526,0,"2017-06-02 02:12:54",5
10.6326844823,124.7767216153,0,"2017-06-03 03:25:07",5
10.8696559723,124.7160679009,0,"2017-05-30 04:35:46",4
10.8729999326,124.7116332874,0,"2017-05-15 02:23:58",4
10.6519987341,124.7833527066,0,"2017-06-09 02:30:34",5
10.8714962192,124.7141499538,0,"2017-05-13 04:40:06",4
10.6325584184,124.7770428099,0,"2017-06-04 02:06:09",4
10.8728530817,124.7124233656,0,"2017-05-18 01:46:34",4
10.8730038721,124.7116024420,0,"2017-05-15 02:39:58",4
10.6335613132,124.7765510436,0,"2017-05-08 04:25:46",4
10.8606884256,124.7219747119,0,"2017-05-11 03:05:22",4
10.7682027575,124.7844616324,0,"2017-05-22 03:59:28",5
10.8739039209,124.7105433047,0,"2017-05-19 06:18:50",5
10.7645872235,124.7854162473,0,"2017-05-21 02:21:27",5
10.6335033942,124.7767474316,0,"2017-06-04 06:22:58",5
10.6411114801,124.7785145883,0,"2017-06-10 05:53:16",5
10.6526272930,124.7839537729,0,"2017-05-27 03:33:38",5
10.6325946283,124.7768882476,0,"2017-06-04 02:33:24",4
10.9053810686,124.5967023075,0,"2017-05-24 01:55:30",5
10.8742557094,124.7106500901,0,"2017-05-16 02:12:06",4
10.7436983474,124.7866259236,0,"2017-05-06 02:04:28",4
10.7631922234,124.7851561569,0,"2017-05-21 01:27:28",4
10.6334705371,124.7766056098,0,"2017-05-08 04:52:31",4
10.8061060589,124.7487318423,0,"2017-06-10 01:07:57",4
10.7436957490,124.7865215689,0,"2017-05-06 01:23:28",4
10.7686782628,124.7839438822,0,"2017-05-22 03:38:42",4
10.8742475789,124.7107213363,0,"2017-05-16 01:54:35",4
10.7565784827,124.7860111948,0,"2017-05-21 04:48:58",4
10.6334509235,124.7767344397,0,"2017-05-08 03:14:31",4
10.7647308894,124.7853108868,0,"2017-05-06 06:24:44",4
10.6518783700,124.7828887682,0,"2017-06-09 01:54:00",4
10.6323929597,124.7767799534,0,"2017-06-02 03:12:54",5
10.8716274798,124.7141398955,0,"2017-05-13 05:13:06",4
10.8731126692,124.7115935571,0,"2017-05-20 05:45:39",4
10.7436675858,124.7865742911,0,"2017-05-06 02:08:13",4
10.7404601667,124.7910429351,0,"2017-05-25 06:32:19",5
10.6335223373,124.7764136642,0,"2017-06-04 08:24:28",5
10.8284858242,124.7513100319,0,"2017-05-28 02:41:41",4
10.6413044315,124.7813971248,0,"2017-06-15 05:40:19",4
10.6317618024,124.7764077131,0,"2017-06-01 06:41:49",5
10.8690583427,124.7163460962,0,"2017-05-30 01:28:27",5
10.8715957962,124.7138505522,0,"2017-06-11 03:15:01",5
10.7436716929,124.7865778115,0,"2017-05-06 02:10:28",4
10.8742201701,124.7105922550,0,"2017-05-16 03:12:36",4
10.7978151832,124.7553045955,0,"2017-05-16 04:49:21",4
10.7411246002,124.7888742853,0,"2017-05-12 03:18:32",4
10.8731923811,124.7114586923,0,"2017-05-15 03:49:43",4
10.8165497426,124.7443849873,0,"2017-05-16 04:39:06",4
10.7419043686,124.7900419682,0,"2017-05-21 23:22:12",4
10.7565893792,124.7859350871,0,"2017-05-21 04:49:41",5
10.7995110098,124.7683616728,0,"2017-05-23 04:38:02",5
10.8714900166,124.7141579166,0,"2017-05-13 02:57:50",5
10.7411970198,124.7887995187,0,"2017-06-12 03:08:21",5
10.6560101453,124.7792126331,0,"2017-06-10 07:44:16",5
10.8741440624,124.7107816860,0,"2017-05-20 03:57:38",4
10.7403202727,124.7910934780,0,"2017-05-25 06:08:22",4
10.6615012139,124.7904449701,0,"2017-05-27 01:04:43",4
10.7682044338,124.7846303601,0,"2017-05-22 01:24:12",4
10.8716476802,124.7141465172,0,"2017-05-13 05:56:20",5
10.7406780124,124.7885141149,0,"2017-05-26 22:43:16",4
10.7805446070,124.7789315879,0,"2017-05-07 04:21:43",4
10.8279131725,124.7441977356,0,"2017-05-11 01:18:22",4
10.7992576249,124.7685179114,0,"2017-05-23 02:58:34",4
10.6326615158,124.7769356892,0,"2017-06-04 02:25:39",4
10.7634677365,124.7746277321,0,"2017-05-28 00:03:56",4
10.6324765272,124.7767803725,0,"2017-06-05 03:05:36",4
10.8116738219,124.7642405424,0,"2017-05-28 03:49:11",4
10.8730731905,124.7121805418,0,"2017-05-18 04:01:33",4
10.8734471072,124.7121576592,0,"2017-05-19 02:45:41",4
10.7474268693,124.7854617611,0,"2017-05-17 09:01:51",4
10.7436743751,124.7865870316,0,"2017-05-06 02:14:58",4
10.8558244072,124.7264201380,0,"2017-05-11 02:06:37",4
10.7915926259,124.7707604896,0,"2017-05-07 01:28:11",4
10.8741350938,124.7109217476,0,"2017-05-20 03:24:15",5
10.8729773853,124.7123466711,0,"2017-05-19 01:54:11",4
10.6339161191,124.7766643669,0,"2017-06-05 06:17:51",4
10.8716392145,124.7139844112,0,"2017-06-11 03:43:31",5
10.7647326495,124.7851780336,0,"2017-05-06 06:07:14",4
10.6335505005,124.7767698951,0,"2017-06-04 06:38:13",5
10.8734432515,124.7112438641,0,"2017-05-19 04:39:51",5
10.8689166047,124.7164600063,0,"2017-05-29 02:35:17",4
10.6331979576,124.7765525524,0,"2017-06-04 04:14:16",4
10.7686275523,124.7839321475,0,"2017-05-22 03:13:27",4
10.6519724149,124.7829108965,0,"2017-06-09 01:22:19",5
10.7682533003,124.7846908774,0,"2017-05-22 07:17:27",4
10.7273058593,124.7932695877,0,"2017-05-25 00:22:04",5
10.6309185829,124.7763950564,0,"2017-06-03 02:18:00",4
10.8122605551,124.7636663821,0,"2017-05-28 02:49:41",4
10.7814120501,124.7784972377,0,"2017-05-07 04:21:13",4
10.8642876148,124.7170047462,0,"2017-05-16 04:10:51",4
10.7436661609,124.7865804937,0,"2017-05-06 02:22:58",4
10.7499541808,124.7796885576,0,"2017-05-13 08:57:20",5
10.8735052776,124.7111079097,0,"2017-05-19 05:13:26",4
10.8912910894,124.6973037533,0,"2017-05-24 00:18:15",5
10.6325643696,124.7767872456,0,"2017-06-01 06:52:49",5
10.6323761120,124.7767561488,0,"2017-06-02 03:38:54",5
10.6334590539,124.7767690569,0,"2017-05-08 05:03:46",4
10.6413595844,124.7780362330,0,"2017-06-06 04:04:41",4
10.8734764438,124.7112727817,0,"2017-05-19 04:31:56",4
10.6681613065,124.7768950369,0,"2017-06-03 04:51:15",4
10.8716174215,124.7141652927,0,"2017-05-13 05:42:50",5
10.8741359320,124.7107353341,0,"2017-06-11 05:24:30",4
10.8695500251,124.7161653824,0,"2017-05-30 03:38:57",5
10.8307648636,124.7356664669,0,"2017-05-16 04:30:51",4
10.6410498731,124.7785575874,0,"2017-06-10 06:45:27",4
10.6307865679,124.7763510514,0,"2017-06-01 06:31:04",5
10.8735118993,124.7119926196,0,"2017-05-18 06:53:09",4
10.8735042717,124.7112641484,0,"2017-05-19 04:12:51",5
10.7513678726,124.7906366643,0,"2017-05-21 07:26:05",4
10.8714562375,124.7140613571,0,"2017-06-11 02:05:16",4
10.6325077079,124.7769980505,0,"2017-06-04 01:31:24",4
10.8731062990,124.7115815710,0,"2017-05-20 05:45:24",4
10.8738947008,124.7105950210,0,"2017-05-20 02:29:54",4
10.7117105741,124.7944204230,0,"2017-06-06 00:46:29",5
10.8718424756,124.7138275858,0,"2017-05-14 03:10:58",5
10.7436733693,124.7865619697,0,"2017-05-06 01:39:43",4
10.7437804062,124.7864898015,0,"2017-05-12 01:25:02",4
10.6334805116,124.7766871657,0,"2017-05-08 05:00:16",4
10.8743218426,124.7105656844,0,"2017-05-16 03:52:06",4
10.7983419858,124.7678237222,0,"2017-05-23 00:13:19",4
10.7433793321,124.7868639696,0,"2017-05-25 04:33:07",4
10.8720895741,124.7139364667,0,"2017-05-14 03:43:13",5
10.6410280801,124.7787594236,0,"2017-06-10 07:16:31",5
10.7436747942,124.7865961678,0,"2017-05-06 01:50:13",4
10.8733317722,124.7120092157,0,"2017-05-20 06:52:39",4
10.8729206398,124.7118729260,0,"2017-05-15 02:43:04",5
10.7404367812,124.7896558978,0,"2017-05-18 09:57:29",4
10.7438890357,124.7865649872,0,"2017-06-08 00:17:57",4
10.6526262872,124.7838936746,0,"2017-05-27 03:59:43",4
10.7415994350,124.7876180895,0,"2017-05-25 03:28:49",5
10.8740309067,124.7106429655,0,"2017-06-11 05:29:01",5
10.8714761864,124.7141721658,0,"2017-05-13 02:32:36",4
10.7546161953,124.7849425022,0,"2017-06-12 02:21:10",4
10.7355688233,124.7607739549,0,"2017-06-10 00:34:57",4
10.8714789525,124.7141184378,0,"2017-05-13 03:11:21",4
10.8717888314,124.7137240693,0,"2017-05-14 03:17:28",5
10.8204956912,124.7508884221,0,"2017-05-29 06:17:07",5
10.7433165517,124.7872497886,0,"2017-05-17 06:14:50",4
10.8648041077,124.7180503886,0,"2017-05-30 00:57:46",4
10.6417541206,124.7778391745,0,"2017-06-06 05:06:56",4
10.8741005603,124.7107614856,0,"2017-05-15 04:12:49",5
10.6411445048,124.7785822302,0,"2017-06-10 06:29:42",4
10.7437459566,124.7865957487,0,"2017-05-06 02:37:43",4
10.6531566102,124.7839106899,0,"2017-05-27 03:05:43",4
10.7980357111,124.7690116055,0,"2017-05-23 00:49:49",4
10.6338453759,124.7769928537,0,"2017-06-05 02:31:51",4
10.7440590207,124.7854377888,0,"2017-05-18 09:19:28",4
10.6337121874,124.7767936997,0,"2017-06-04 07:01:43",5
10.8715183474,124.7138828225,0,"2017-06-11 03:18:31",4
10.7281981967,124.7934000101,0,"2017-05-25 02:34:07",4
10.6335873809,124.7766269837,0,"2017-06-04 05:06:31",4
10.6411333568,124.7785181087,0,"2017-06-10 06:09:12",4
10.8109250665,124.7637911048,0,"2017-06-08 03:31:02",5
10.6410602666,124.7790258005,0,"2017-06-15 00:59:49",4
10.8734758571,124.7119528055,0,"2017-05-18 06:32:36",5
10.6340536661,124.7765661310,0,"2017-06-05 07:36:36",4
10.8559020236,124.7263555974,0,"2017-05-11 02:27:52",4
10.6406661496,124.7811335977,0,"2017-06-15 03:57:19",4
10.8715451695,124.7141490318,0,"2017-05-13 07:13:06",4
10.7699067146,124.7831367888,0,"2017-05-07 04:27:28",4
10.6323817279,124.7767439950,0,"2017-06-02 03:23:09",5
10.7963221148,124.7542423569,0,"2017-06-11 07:23:31",4
10.7281930000,124.7934222221,0,"2017-05-25 01:34:07",4
10.7411696110,124.7887545917,0,"2017-05-25 05:49:34",5
10.8114978857,124.7644069232,0,"2017-05-28 04:07:41",4
10.8731085621,124.7122221161,0,"2017-05-18 04:08:04",4
10.6531608850,124.7838779166,0,"2017-05-27 02:57:13",4
10.8728598710,124.7124163248,0,"2017-05-18 01:56:18",4
10.7657440100,124.7736467142,0,"2017-05-28 00:04:56",4
10.8698325790,124.7158807330,0,"2017-05-30 06:12:46",4
10.7621863950,124.7852496151,0,"2017-05-06 04:43:27",4
10.6519787852,124.7833009064,0,"2017-06-09 02:48:19",5
10.7436693460,124.7865871992,0,"2017-05-06 02:14:43",4
10.7682270650,124.7842161264,0,"2017-05-22 02:11:58",5
10.8187230024,124.7512749955,0,"2017-05-13 01:42:35",5
10.7598487660,124.7783415858,0,"2017-06-08 01:50:17",5
10.7419960666,124.7874590848,0,"2017-05-06 01:06:13",4
10.8084685821,124.7585432790,0,"2017-05-13 01:34:50",5
10.8718867321,124.7137521487,0,"2017-05-14 01:56:38",4
10.7642135583,124.7852952126,0,"2017-06-12 00:53:25",4
10.6335244328,124.7765812185,0,"2017-05-08 04:39:01",4
10.6339371577,124.7764880117,0,"2017-06-05 06:53:27",5
10.6527660135,124.7839947604,0,"2017-05-27 03:14:58",4
10.6325302552,124.7770051751,0,"2017-06-04 01:09:43",5
10.7438144367,124.7865461279,0,"2017-05-12 01:27:32",4
10.6406786386,124.7810176760,0,"2017-05-08 01:25:10",4
10.7281884737,124.7933455277,0,"2017-06-13 00:51:02",4
10.8557274286,124.7262119316,0,"2017-05-29 02:01:47",4
10.8728663251,124.7122330964,0,"2017-05-18 02:30:04",4
10.8735995740,124.7115653940,0,"2017-05-18 07:35:55",4
10.7619466726,124.7858677804,0,"2017-05-21 01:14:44",4
10.6422137003,124.7745986469,0,"2017-05-08 03:05:01",4
10.6462460663,124.7770495154,0,"2017-06-06 02:03:26",4
10.8716197684,124.7141172644,0,"2017-05-13 06:03:06",4
10.6339589506,124.7768128105,0,"2017-06-05 04:50:56",5
10.8715189341,124.7138802242,0,"2017-06-11 03:28:46",4
10.7572633680,124.7793846298,0,"2017-05-19 08:31:51",5
10.7272754330,124.7933182865,0,"2017-05-25 00:48:22",4
10.7281688601,124.7933394089,0,"2017-05-25 01:56:52",4
10.8689343743,124.7165133152,0,"2017-05-29 05:23:47",4
10.7646867167,124.7852464300,0,"2017-05-06 05:49:14",4
10.8734938782,124.7120812163,0,"2017-05-18 06:23:40",4
10.8736482728,124.7114425991,0,"2017-05-18 07:49:40",4
10.6817098986,124.7803758737,0,"2017-06-02 00:32:54",4
10.7588266768,124.7768290713,0,"2017-05-30 08:34:42",5
10.8733542357,124.7113244142,0,"2017-05-20 07:23:53",4
10.6521045137,124.7838228475,0,"2017-06-09 04:03:00",4
10.6326007470,124.7771046683,0,"2017-06-03 04:24:00",4
10.6521021668,124.7838065028,0,"2017-06-09 04:04:00",4
10.7647465635,124.7852415685,0,"2017-05-06 05:51:29",4
10.6325415708,124.7769136447,0,"2017-06-04 02:56:54",4
10.6527892314,124.7832348570,0,"2017-06-09 00:49:15",4
10.7305915654,124.7937656287,0,"2017-05-25 00:16:22",4
10.8736474346,124.7115613706,0,"2017-05-18 07:41:21",5
10.8738822117,124.7107410338,0,"2017-05-15 06:25:43",4
10.7632280979,124.7849596012,0,"2017-05-21 01:26:12",5
10.8029771782,124.7529015038,0,"2017-05-13 08:29:20",5
10.7428263780,124.7872497048,0,"2017-05-25 05:22:49",5
10.6522808690,124.7836598195,0,"2017-05-27 05:47:43",4
10.6412953790,124.7783264983,0,"2017-06-06 04:06:59",5
10.7646752335,124.7852284089,0,"2017-05-06 05:56:59",4
10.6336158793,124.7766281571,0,"2017-06-04 05:39:01",4
10.8715037629,124.7140625305,0,"2017-06-11 01:20:01",5
10.8731789701,124.7120513767,0,"2017-05-18 04:46:49",4
10.7647024747,124.7851597611,0,"2017-05-06 05:55:59",4
10.7646598108,124.7852351144,0,"2017-05-06 05:57:44",4
10.6327977218,124.7765870858,0,"2017-06-03 03:52:37",5
10.6327115558,124.7769318335,0,"2017-06-02 04:53:39",4
10.7404147368,124.7911412548,0,"2017-05-22 00:10:27",4
10.8741400391,124.7109601367,0,"2017-05-20 03:28:00",5
10.6408995017,124.7790981364,0,"2017-06-15 01:39:49",4
10.7411313057,124.7888643946,0,"2017-05-12 03:15:47",4
10.6523132231,124.7831673827,0,"2017-06-09 05:23:00",4
10.7685739081,124.7839000449,0,"2017-05-22 03:27:13",5
10.8718719799,124.7137705050,0,"2017-05-14 01:56:28",5
10.6340060569,124.7765440866,0,"2017-06-05 07:07:42",5
10.6406661496,124.7811930254,0,"2017-06-15 04:54:03",4
10.8718814515,124.7137446050,0,"2017-05-14 02:29:07",4
10.8110745996,124.7458997648,0,"2017-06-11 07:16:01",4
10.7435570285,124.7863742989,0,"2017-06-08 00:49:27",4
10.7412505802,124.7888722736,0,"2017-05-19 08:59:06",5
10.8714885917,124.7141004167,0,"2017-05-13 07:12:05",5
10.8107956499,124.7647147067,0,"2017-05-28 04:57:11",4
10.6413600873,124.7782957368,0,"2017-06-06 04:29:41",4
10.7664354332,124.7789209429,0,"2017-05-07 01:13:11",4
10.8718981314,124.7137556691,0,"2017-05-14 01:49:08",4
10.8714740071,124.7141905222,0,"2017-05-13 04:01:19",5
10.7411632407,124.7888934799,0,"2017-06-03 06:29:06",5
10.8733573370,124.7121958807,0,"2017-05-20 06:51:39",4
10.6413961295,124.7782763746,0,"2017-06-10 05:24:01",5
10.7683149073,124.7842155397,0,"2017-05-22 03:58:12",4
10.7059562299,124.7935148422,0,"2017-06-06 01:00:29",5
