"lat","lon","elev","time","unit"
10.8559037000,124.7268622834,0,"2017-06-10 03:18:27",4
10.6327725761,124.7770153172,0,"2017-06-01 04:30:49",5
10.6338763889,124.7769915964,0,"2017-06-05 02:51:51",4
10.8727524988,124.7118258197,0,"2017-05-15 03:16:04",5
10.7647761516,124.7851340286,0,"2017-05-06 06:05:29",4
10.8052029088,124.7581569571,0,"2017-05-23 05:51:39",4
10.7441399060,124.7861354146,0,"2017-05-12 02:31:17",4
10.6404397544,124.7813497670,0,"2017-05-08 01:25:55",4
10.7641938608,124.7852108907,0,"2017-05-21 01:47:12",5
10.7638407312,124.7851157561,0,"2017-05-21 01:44:37",4
10.6413558125,124.7782669030,0,"2017-06-06 04:41:56",4
10.7436641492,124.7865861095,0,"2017-05-06 02:20:13",4
10.7576043438,124.7864617221,0,"2017-05-21 04:31:13",4
10.8736548107,124.7113470454,0,"2017-05-19 03:25:56",4
10.6978071760,124.7831664607,0,"2017-06-02 00:26:39",4
10.7281796727,124.7934146784,0,"2017-05-25 01:35:22",4
10.8729804028,124.7116189543,0,"2017-05-15 03:23:25",4
10.6339459587,124.7765003331,0,"2017-06-05 06:52:27",5
10.8558923006,124.7262421064,0,"2017-05-11 01:36:22",4
10.8704183903,124.7149916645,0,"2017-05-30 07:28:27",5
10.6992450915,124.7886117641,0,"2017-06-09 00:15:00",4
10.8559260797,124.7262397595,0,"2017-05-11 02:19:07",4
10.7998446096,124.7681500297,0,"2017-05-23 04:48:31",5
10.8688096516,124.7164248023,0,"2017-05-29 03:16:37",5
10.6608590763,124.7836578917,0,"2017-06-09 05:50:30",5
10.8715472650,124.7141531389,0,"2017-05-13 07:24:51",4
10.8738603350,124.7107562050,0,"2017-05-15 05:35:04",5
10.7785452716,124.7745934501,0,"2017-05-07 01:20:26",4
10.6337502412,124.7769411374,0,"2017-06-04 07:36:43",5
10.8738966286,124.7106652614,0,"2017-05-20 02:59:54",4
10.8718846366,124.7137723491,0,"2017-05-14 02:41:22",4
10.8690471109,124.7163849883,0,"2017-05-30 01:30:31",4
10.7684796955,124.7839303873,0,"2017-05-22 05:22:12",4
10.6407222245,124.7817548644,0,"2017-06-15 05:19:48",4
10.8732249867,124.7119466867,0,"2017-05-18 06:02:10",4
10.7682086248,124.7847034503,0,"2017-05-22 04:38:58",5
10.8540988248,124.7283747140,0,"2017-05-09 01:32:22",4
10.6339757983,124.7769308276,0,"2017-06-05 03:49:27",5
10.7552910224,124.7852610145,0,"2017-06-12 02:11:10",4
10.8691714145,124.7163458448,0,"2017-05-30 01:39:12",5
10.7436930668,124.7865558509,0,"2017-05-06 01:37:58",4
10.7402155828,124.7909884527,0,"2017-05-25 07:20:26",4
10.8696580678,124.7161835711,0,"2017-05-30 03:58:01",4
10.7410900667,124.7887591179,0,"2017-05-18 09:53:29",4
10.8696092851,124.7161093075,0,"2017-05-30 03:39:16",4
10.6526475772,124.7838520166,0,"2017-05-27 04:08:58",4
10.8716604207,124.7143231239,0,"2017-05-14 01:37:53",4
10.7690898143,124.7835384496,0,"2017-05-22 06:00:12",4
10.7410306390,124.7887814138,0,"2017-06-11 08:02:16",5
10.7436614670,124.7865927313,0,"2017-05-06 02:00:58",4
10.7646433823,124.7852442507,0,"2017-05-06 06:16:44",4
10.6524031609,124.7839472350,0,"2017-06-09 04:47:34",5
10.8327415679,124.7488886677,0,"2017-05-28 00:55:56",4
10.7428299822,124.7872335277,0,"2017-05-25 05:25:34",5
10.6335815974,124.7765585035,0,"2017-05-08 04:35:46",4
10.6333987880,124.7764509637,0,"2017-06-04 04:36:46",4
10.8738823794,124.7107320651,0,"2017-05-15 06:27:43",4
10.7994748838,124.7683650255,0,"2017-05-23 04:19:18",4
10.8728524949,124.7120178491,0,"2017-05-20 06:32:39",4
10.8618027158,124.7190963663,0,"2017-05-09 01:39:37",4
10.7692227513,124.7834815364,0,"2017-05-07 05:29:18",4
10.7214790955,124.7640095372,0,"2017-06-10 04:43:42",4
10.7646814361,124.7852118965,0,"2017-05-06 06:19:59",4
10.7048266008,124.7842583712,0,"2017-06-02 00:23:54",4
10.8734739292,124.7117371392,0,"2017-05-18 06:58:36",5
10.7926423755,124.7594232950,0,"2017-05-19 08:10:06",5
10.8718746621,124.7137875203,0,"2017-05-14 03:47:08",4
10.7987837121,124.7686135489,0,"2017-05-23 02:39:34",4
10.9310857672,124.6822522860,0,"2017-05-24 00:33:00",5
10.7435191423,124.7866024543,0,"2017-06-13 02:01:17",4
10.8694678824,124.7163051926,0,"2017-05-30 03:12:31",4
10.8729728591,124.7115503065,0,"2017-05-20 05:54:24",4
10.7989917509,124.7686482500,0,"2017-05-23 02:13:20",5
10.6338701025,124.7769128066,0,"2017-06-05 03:44:42",5
10.8718091156,124.7137262486,0,"2017-05-14 03:14:43",5
10.6310102809,124.7766164225,0,"2017-06-02 02:29:24",4
10.6311575510,124.7765031829,0,"2017-06-01 05:55:19",5
10.6518466026,124.7834035847,0,"2017-06-09 05:34:15",4
10.7404102944,124.7911217250,0,"2017-05-22 00:01:57",4
10.6326134875,124.7770734876,0,"2017-06-03 02:55:15",4
10.6523129717,124.7838080954,0,"2017-05-27 05:02:38",5
10.8732294291,124.7122431546,0,"2017-05-19 02:10:06",5
10.8493399154,124.6949553955,0,"2017-05-23 06:22:39",4
10.7638517115,124.7851070389,0,"2017-05-21 01:46:22",4
10.7551133260,124.7851673886,0,"2017-05-21 05:39:58",4
10.7407570537,124.7899840493,0,"2017-05-13 09:13:06",5
10.6416065991,124.7779734526,0,"2017-06-06 02:44:29",5
10.7577589899,124.7867213935,0,"2017-05-21 04:24:28",4
10.8731578477,124.7120523825,0,"2017-05-18 04:50:15",5
10.8689642977,124.7164937854,0,"2017-05-29 05:07:17",4
10.7435630634,124.7864662483,0,"2017-06-08 01:23:27",4
10.8689575922,124.7165045142,0,"2017-05-29 05:38:22",5
10.8703862038,124.7150082607,0,"2017-06-10 02:57:42",4
10.7770651113,124.7809325159,0,"2017-05-07 04:23:43",4
10.7412654161,124.7888811585,0,"2017-05-25 05:53:34",5
10.8557870239,124.7262293659,0,"2017-05-29 01:50:36",5
10.7991741411,124.7685329989,0,"2017-05-23 03:21:34",4
10.8714957163,124.7142394725,0,"2017-05-13 04:16:20",5
10.8730419260,124.7121764347,0,"2017-05-18 03:45:19",4
10.7637903560,124.7852269001,0,"2017-05-06 04:46:04",4
10.6526235212,124.7839094326,0,"2017-05-27 03:30:28",4
10.7564964239,124.7858110350,0,"2017-05-21 04:54:11",5
10.8113460895,124.7646360844,0,"2017-06-08 03:18:32",5
10.8730228990,124.7121800389,0,"2017-05-18 03:26:49",4
10.8715589996,124.7141202819,0,"2017-05-13 06:58:35",5
10.7586612180,124.7875920217,0,"2017-05-21 07:22:50",4
10.8730748668,124.7122510336,0,"2017-05-18 03:12:04",4
10.6405571848,124.7810840607,0,"2017-06-15 03:10:34",4
10.7502113376,124.7834955342,0,"2017-05-21 06:43:26",5
10.8732016850,124.7113850154,0,"2017-05-20 05:21:09",4
10.6335898116,124.7767700627,0,"2017-06-04 06:37:13",5
10.7433986943,124.7867349721,0,"2017-05-25 04:26:52",4
10.8732119109,124.7119200323,0,"2017-05-18 06:02:25",4
10.6308547128,124.7764441743,0,"2017-06-03 01:32:37",5
10.6413057726,124.7814056743,0,"2017-06-15 05:38:49",4
10.7403351925,124.7895831428,0,"2017-05-25 07:31:28",5
10.8689707518,124.7164645325,0,"2017-05-29 05:09:07",5
10.7281686086,124.7933515627,0,"2017-05-25 02:01:22",4
10.7796866354,124.7628856916,0,"2017-05-20 08:27:24",4
10.8117385302,124.7644178197,0,"2017-05-28 03:20:04",5
10.6338690128,124.7765083797,0,"2017-06-05 06:44:05",4
10.8733207919,124.7121821344,0,"2017-05-09 03:21:57",4
10.8735013381,124.7110007890,0,"2017-05-19 05:24:06",5
10.8719192538,124.7137847543,0,"2017-05-14 02:17:58",5
10.7437569369,124.7865091637,0,"2017-05-06 01:09:58",4
10.8715673815,124.7141678911,0,"2017-05-13 06:35:51",4
10.7519052364,124.7839443013,0,"2017-05-21 06:30:35",4
10.8729915507,124.7116170265,0,"2017-05-15 02:06:58",4
10.6327159982,124.7766248882,0,"2017-06-04 03:27:24",4
10.6527387723,124.7834609170,0,"2017-05-27 01:49:53",5
10.8728995174,124.7123226989,0,"2017-05-18 02:16:00",5
10.8731597755,124.7120304219,0,"2017-05-18 04:38:04",4
10.7436922286,124.7865877021,0,"2017-05-06 01:44:43",4
10.8736197744,124.7115098219,0,"2017-05-18 07:46:10",4
10.8715762664,124.7139072139,0,"2017-06-11 03:29:01",5
10.7440055441,124.7861714568,0,"2017-05-17 06:00:05",4
10.8741205093,124.7108040657,0,"2017-05-20 03:39:30",5
10.8728575241,124.7124099545,0,"2017-05-18 01:42:45",5
10.7557370234,124.7849965654,0,"2017-05-06 06:38:29",4
10.7691693585,124.7835110407,0,"2017-05-07 05:35:48",4
10.7400223799,124.7908447869,0,"2017-05-25 06:47:56",4
10.7646514289,124.7852820531,0,"2017-05-06 06:02:44",4
10.7532617636,124.7841877956,0,"2017-05-06 06:41:17",4
10.7689897344,124.7835966200,0,"2017-05-22 06:59:43",5
10.7436965033,124.7865941562,0,"2017-05-06 02:03:13",4
10.8715475164,124.7141455114,0,"2017-05-13 07:14:06",4
10.6521197688,124.7838274576,0,"2017-06-09 04:09:45",4
10.6526109483,124.7837450635,0,"2017-05-27 04:33:58",4
10.7407966163,124.7881497536,0,"2017-05-07 00:57:11",4
10.6526332442,124.7839184012,0,"2017-05-27 03:43:13",4
10.6412886735,124.7783398256,0,"2017-06-06 04:08:44",5
10.8729453664,124.7121493611,0,"2017-05-18 02:49:34",4
10.6526608206,124.7838526871,0,"2017-05-27 04:05:13",4
10.8716012444,124.7141354531,0,"2017-06-11 04:06:31",5
10.9041348472,124.6026698034,0,"2017-05-24 01:58:00",5
10.8718831278,124.7137546632,0,"2017-05-14 02:09:53",4
10.8730916306,124.7121811286,0,"2017-05-18 04:06:04",4
10.6336751394,124.7767916881,0,"2017-06-04 07:38:31",4
10.8737041801,124.7106349189,0,"2017-05-19 06:37:56",4
10.6326244678,124.7770151496,0,"2017-06-03 03:12:30",4
10.8716119733,124.7141200304,0,"2017-05-13 05:54:51",4
10.6335055735,124.7765874211,0,"2017-05-08 04:30:46",4
10.8738695551,124.7107507568,0,"2017-05-15 06:01:18",5
10.7281779125,124.7933433484,0,"2017-05-25 02:15:52",4
10.8729590289,124.7116691619,0,"2017-05-15 02:40:19",5
10.8696749154,124.7160635423,0,"2017-05-30 04:50:01",4
10.7436818350,124.7865672503,0,"2017-05-06 01:39:28",4
10.6339519098,124.7765849903,0,"2017-06-05 06:54:36",4
10.7442319393,124.7861577105,0,"2017-05-12 01:20:32",4
10.7435524184,124.7863605525,0,"2017-06-08 01:01:57",4
10.8689945564,124.7164855711,0,"2017-05-29 02:23:02",4
10.7606392633,124.7810019180,0,"2017-05-07 01:09:41",4
10.8691157587,124.7163337748,0,"2017-05-30 01:53:16",4
10.7532790303,124.7844491433,0,"2017-06-12 02:29:10",4
10.7692395151,124.7834975459,0,"2017-05-22 06:51:12",4
10.8714682236,124.7142474353,0,"2017-05-13 03:49:35",5
10.7686725631,124.7839312255,0,"2017-05-22 05:52:28",5
10.7438247465,124.7865404282,0,"2017-05-12 01:28:47",4
10.8719283901,124.7137575969,0,"2017-05-14 04:13:53",4
10.8668935485,124.7151614819,0,"2017-05-16 04:09:06",4
10.8736467641,124.7115399968,0,"2017-05-18 07:25:21",5
10.7682188507,124.7846043762,0,"2017-05-22 04:27:12",4
10.8689104021,124.7164656222,0,"2017-05-29 02:49:32",4
10.8450099081,124.7016345151,0,"2017-05-23 06:19:24",4
10.7613308541,124.7549378872,0,"2017-06-10 04:24:27",4
10.7645231858,124.7854567319,0,"2017-05-21 02:52:37",4
10.6341292709,124.7764953878,0,"2017-06-05 08:08:20",4
10.7621157356,124.7857550438,0,"2017-05-21 03:27:07",4
10.6528061628,124.7834980488,0,"2017-05-27 02:13:43",4
10.8718885761,124.7136881109,0,"2017-05-14 01:43:08",4
10.8118289709,124.7643489204,0,"2017-05-28 03:24:41",4
10.7991790865,124.7684983816,0,"2017-05-23 03:14:20",5
10.7780865300,124.7659942880,0,"2017-05-16 04:59:36",4
10.6341023650,124.7765194438,0,"2017-06-05 08:21:06",4
10.8735769428,124.7109694406,0,"2017-05-19 07:06:21",5
10.8006788604,124.7677065432,0,"2017-05-07 02:53:08",4
10.7412330620,124.7889436036,0,"2017-05-25 05:59:52",4
10.7411128655,124.7888716031,0,"2017-05-12 03:21:32",4
10.8719344251,124.7137969080,0,"2017-05-14 03:54:23",4
10.7632040419,124.7851268202,0,"2017-06-12 00:22:55",4
10.8661359083,124.7172241006,0,"2017-05-09 06:09:20",4
10.8699658513,124.7158385720,0,"2017-05-30 06:16:27",5
10.8734690677,124.7117851675,0,"2017-05-18 07:32:25",4
10.8108078875,124.7646979429,0,"2017-05-28 05:01:41",4
10.8695988078,124.7160886042,0,"2017-05-30 04:54:31",4
10.6334463973,124.7766300011,0,"2017-05-08 04:10:16",4
10.8737724088,124.7109261062,0,"2017-05-20 02:53:30",5
10.6519978959,124.7832905967,0,"2017-06-09 03:34:30",4
10.6523385365,124.7838631645,0,"2017-05-27 05:25:58",4
10.7688837871,124.7837336641,0,"2017-05-22 05:58:28",5
10.6333578005,124.7768265568,0,"2017-06-04 08:06:13",5
10.6339711882,124.7766020894,0,"2017-06-05 06:34:26",5
10.7205029391,124.7939377092,0,"2017-06-10 00:09:41",4
10.8124569431,124.7450606525,0,"2017-06-11 07:14:16",4
10.8714450058,124.7140751034,0,"2017-06-11 01:36:01",5
10.8713764418,124.7139430046,0,"2017-06-11 02:23:01",5
10.7437143568,124.7865127679,0,"2017-05-06 01:18:28",4
10.6335985288,124.7765822243,0,"2017-06-04 05:25:43",5
10.7979712542,124.7563765571,0,"2017-05-19 08:06:41",4
10.7424367871,124.7870039474,0,"2017-05-19 08:42:26",4
10.8740401268,124.7107489128,0,"2017-06-11 05:58:16",4
10.7682439964,124.7846714314,0,"2017-05-22 01:08:12",4
10.7772952784,124.7750301473,0,"2017-05-07 01:19:41",4
10.8272749744,124.7382476740,0,"2017-05-19 07:47:41",4
10.8714747615,124.7141605150,0,"2017-05-13 03:24:36",4
10.8737959620,124.7107867151,0,"2017-05-19 05:51:51",5
10.8730930556,124.7116145957,0,"2017-05-20 05:43:54",4
10.6471443549,124.7786535602,0,"2017-05-08 05:42:46",4
10.8111365419,124.7642656881,0,"2017-06-08 03:27:47",5
10.8083716873,124.7500635590,0,"2017-05-19 08:00:06",5
10.7980942167,124.7688416205,0,"2017-05-23 00:50:35",5
10.6323801354,124.7768010758,0,"2017-06-02 03:09:54",4
10.8728270140,124.7119581699,0,"2017-05-20 06:27:59",5
10.8731549140,124.7114757914,0,"2017-05-15 03:51:19",5
10.8690537326,124.7163732536,0,"2017-05-30 01:31:46",4
10.7646975294,124.7852564044,0,"2017-05-06 06:09:29",4
10.6323403213,124.7766741738,0,"2017-06-02 02:30:39",5
10.6340698432,124.7765463497,0,"2017-06-05 07:27:11",5
10.7643811125,124.7851607669,0,"2017-06-12 01:19:10",4
10.8689175267,124.7165133990,0,"2017-05-29 02:26:47",4
10.8737512026,124.7111682594,0,"2017-05-19 03:22:51",5
10.8738990594,124.7108023893,0,"2017-05-20 02:13:09",4
10.8740688767,124.7106868029,0,"2017-06-11 05:37:31",4
10.6334416196,124.7767228726,0,"2017-05-08 05:12:31",4
10.7442497928,124.7862593830,0,"2017-05-12 02:11:02",4
10.7983005792,124.7687122039,0,"2017-05-07 02:55:23",4
10.7501435280,124.7818235960,0,"2017-05-13 00:55:37",5
10.8341823332,124.7312645428,0,"2017-05-20 07:53:45",5
10.7992467284,124.7685027402,0,"2017-05-23 02:59:04",4
10.8622093219,124.7200405039,0,"2017-05-09 06:13:05",4
10.8731993381,124.7122600023,0,"2017-05-19 02:14:11",4
10.8738425653,124.7106653452,0,"2017-05-20 04:49:00",5
10.8326233830,124.7419742681,0,"2017-05-11 01:20:52",4
10.7685433142,124.7839287948,0,"2017-05-22 03:08:42",4
10.6522818748,124.7836383618,0,"2017-05-27 06:10:13",4
10.8716337662,124.7141477745,0,"2017-05-13 06:00:21",4
10.7403778564,124.7910632193,0,"2017-05-22 00:39:12",4
10.7970372587,124.7506193630,0,"2017-06-10 01:03:42",4
10.8696609177,124.7161689028,0,"2017-05-30 03:57:46",4
10.7693985198,124.7834454104,0,"2017-05-22 06:47:42",4
10.6412214506,124.7783356346,0,"2017-06-10 05:33:46",5
10.8735466842,124.7112951614,0,"2017-05-19 04:59:36",5
10.8699640911,124.7158617899,0,"2017-05-09 04:09:48",4
10.7413884625,124.7881539445,0,"2017-06-05 01:00:53",5
10.7281624898,124.7933520656,0,"2017-05-25 01:48:22",4
10.7691986114,124.7833721526,0,"2017-05-07 05:54:03",4
10.7682760991,124.7841945849,0,"2017-05-22 02:01:42",4
10.7646542788,124.7852577455,0,"2017-05-06 06:00:29",4
10.8698321600,124.7158830799,0,"2017-05-30 06:12:16",4
10.8558484633,124.7263680026,0,"2017-05-11 02:58:52",4
10.7438638899,124.7866529133,0,"2017-06-08 00:14:42",4
10.6526225153,124.7839061636,0,"2017-05-27 03:59:13",4
10.6519512087,124.7832855675,0,"2017-06-09 03:08:49",5
10.8703399356,124.7151824366,0,"2017-05-30 06:52:12",5
10.8734565787,124.7112966701,0,"2017-05-19 04:48:56",4
10.8105938137,124.7562540136,0,"2017-05-28 00:24:41",4
10.8687755372,124.7164263949,0,"2017-05-29 03:40:32",4
10.7551948819,124.7852362879,0,"2017-05-21 05:19:41",5
10.6523526181,124.7836226039,0,"2017-05-27 06:19:38",5
10.7681600098,124.7846133448,0,"2017-05-22 04:06:28",5
10.7403848972,124.7911105771,0,"2017-05-22 00:46:27",4
10.7432145439,124.7883283719,0,"2017-05-21 07:43:26",5
10.6521791127,124.7836295608,0,"2017-05-27 06:33:53",5
10.8728801552,124.7123648599,0,"2017-05-18 02:15:04",4
10.7984498609,124.7686580569,0,"2017-05-23 01:19:49",4
10.8741500974,124.7109569516,0,"2017-05-20 03:27:30",5
10.6414592452,124.7782354709,0,"2017-06-06 03:55:29",5
10.8715161681,124.7141082957,0,"2017-05-13 07:13:05",5
10.6335476507,124.7765720822,0,"2017-05-08 04:37:16",4
10.6523378659,124.7838700376,0,"2017-05-27 04:58:38",5
10.7491873205,124.7839391883,0,"2017-05-21 06:50:56",5
10.8718804456,124.7137762047,0,"2017-05-14 03:36:08",4
10.7731656823,124.7683930211,0,"2017-06-11 07:36:01",4
10.8715879172,124.7141439188,0,"2017-06-11 04:10:30",5
10.6335132848,124.7766036820,0,"2017-06-04 06:03:13",5
10.6412184332,124.7783445194,0,"2017-06-10 05:34:46",5
10.7436700165,124.7865868639,0,"2017-05-06 02:15:28",4
10.8111519646,124.7646343242,0,"2017-05-28 04:30:11",4
10.7561351638,124.7850971483,0,"2017-05-06 06:38:14",4
10.6418410409,124.7778257634,0,"2017-06-06 02:09:11",4
10.6413486041,124.7741560824,0,"2017-05-08 05:36:46",4
10.8730142657,124.7116322815,0,"2017-05-15 01:44:28",4
10.8643724397,124.7170963604,0,"2017-06-10 03:08:31",5
10.8629050199,124.7168702167,0,"2017-05-19 07:25:11",4
10.7994383387,124.7683869861,0,"2017-05-23 04:38:18",4
10.7981080469,124.7690141201,0,"2017-05-07 03:06:08",4
10.8741562162,124.7107686102,0,"2017-05-20 03:43:00",5
10.8689466957,124.7164688073,0,"2017-05-29 05:03:32",4
10.6425716914,124.7757495660,0,"2017-05-08 03:04:16",4
10.6335888896,124.7765756864,0,"2017-06-04 05:08:46",4
10.7436657418,124.7865849361,0,"2017-05-06 02:18:58",4
10.8742783405,124.7105814423,0,"2017-05-16 03:50:58",5
10.7436688431,124.7865439486,0,"2017-05-06 01:46:57",4
10.6411526352,124.7785876784,0,"2017-06-10 06:36:12",4
10.7981966436,124.7646534350,0,"2017-05-13 01:27:20",5
10.8558011055,124.7261485644,0,"2017-05-11 01:40:22",4
10.8690575045,124.7164646164,0,"2017-05-29 04:49:37",5
10.6328698900,124.7766482737,0,"2017-06-04 03:10:13",5
10.7835816219,124.7727128025,0,"2017-05-07 01:23:26",4
10.7439070567,124.7866257560,0,"2017-05-19 09:06:06",5
10.7428884041,124.7872063704,0,"2017-05-25 03:57:07",4
10.6406518165,124.7811065242,0,"2017-06-15 04:24:04",4
10.6319128443,124.7765016742,0,"2017-06-03 02:28:30",4
10.6415516976,124.7778817546,0,"2017-06-06 03:06:44",5
10.7646787539,124.7852082085,0,"2017-05-06 05:57:59",4
10.7647277880,124.7853566520,0,"2017-05-06 06:12:14",4
10.6311989576,124.7764449287,0,"2017-06-01 06:06:04",5
10.8736543916,124.7113565169,0,"2017-05-19 03:24:11",4
10.7883267011,124.7741802223,0,"2017-05-07 04:16:58",4
10.6526954379,124.7834768426,0,"2017-05-27 01:48:28",4
10.8111825585,124.7645857092,0,"2017-05-28 04:17:11",4
10.6519502867,124.7832836397,0,"2017-06-09 03:23:49",5
10.6519398093,124.7833214421,0,"2017-06-09 03:13:45",4
10.8729363978,124.7118643764,0,"2017-05-15 02:29:49",5
10.6519450899,124.7832890879,0,"2017-06-09 03:15:19",5
10.8718827926,124.7137486283,0,"2017-05-14 02:29:23",4
10.8738934435,124.7106988728,0,"2017-05-20 02:27:54",4
10.6413635239,124.7782766260,0,"2017-06-06 04:28:56",4
10.8734498732,124.7121718246,0,"2017-05-19 02:42:11",4
10.6518973131,124.7828712501,0,"2017-06-09 01:54:19",5
10.8738607541,124.7108436283,0,"2017-05-20 03:08:24",4
10.8480153233,124.7232598253,0,"2017-05-20 07:44:54",4
10.7282429561,124.7935013473,0,"2017-05-25 01:28:49",5
10.6334696151,124.7766994871,0,"2017-05-08 05:13:01",4
10.7982442528,124.7688554507,0,"2017-05-07 03:10:23",4
10.8737357799,124.7107772436,0,"2017-05-19 06:23:41",4
10.6526053324,124.7837408725,0,"2017-05-27 04:34:28",4
10.7998096570,124.7681895923,0,"2017-05-23 04:55:33",4
10.8687029500,124.7166235372,0,"2017-05-29 03:36:52",5
10.8729671594,124.7123252973,0,"2017-05-19 01:54:21",5
10.7460199669,124.7844837606,0,"2017-05-07 01:01:11",4
10.7433846965,124.7867664043,0,"2017-05-25 04:36:52",4
10.6529623177,124.7836599872,0,"2017-06-09 04:52:15",4
10.6339984294,124.7765067872,0,"2017-06-05 07:28:20",4
10.6414144859,124.7780256718,0,"2017-06-06 03:28:59",5
10.6335786637,124.7766032629,0,"2017-06-04 05:32:28",5
10.7982331049,124.7687355895,0,"2017-05-07 03:17:08",4
10.8737223689,124.7112838458,0,"2017-05-19 03:28:40",4
10.7433052361,124.7869639657,0,"2017-05-25 04:03:52",4
10.7982415706,124.7687795106,0,"2017-05-07 03:18:08",4
10.7411317248,124.7888618801,0,"2017-05-12 03:12:47",4
10.7982611842,124.7687909100,0,"2017-05-07 03:19:08",4
10.6306655332,124.7759281844,0,"2017-06-02 01:17:24",5
10.6334826909,124.7766371258,0,"2017-05-08 04:57:01",4
10.7401807979,124.7909473814,0,"2017-05-25 07:05:56",4
10.7982074562,124.7687270399,0,"2017-05-07 03:20:38",4
10.6415692996,124.7780110035,0,"2017-06-06 02:33:56",4
10.8687949833,124.7164486069,0,"2017-05-29 03:14:51",5
10.7435393427,124.7863401007,0,"2017-05-12 02:22:31",4
10.8714773599,124.7141570784,0,"2017-05-13 03:53:51",4
10.6411196105,124.7786224633,0,"2017-06-10 06:37:46",5
10.8375780936,124.7341680340,0,"2017-05-30 07:53:27",5
10.7699019369,124.7623878065,0,"2017-05-26 23:00:01",4
10.8434267342,124.7331741080,0,"2017-05-13 02:01:20",5
10.8248190768,124.7390695196,0,"2017-05-19 07:49:06",5
10.7436856907,124.7865840979,0,"2017-05-06 02:07:58",4
10.7981999125,124.7687159758,0,"2017-05-07 03:21:23",4
10.7282391842,124.7934018541,0,"2017-05-25 03:00:07",4
10.7715070713,124.7691660840,0,"2017-05-16 05:02:58",5
10.7691276167,124.7835879028,0,"2017-05-22 06:00:42",4
10.7565986831,124.7859848756,0,"2017-06-12 01:37:06",5
10.8734792098,124.7112803254,0,"2017-05-19 04:49:26",4
10.8715953771,124.7140844073,0,"2017-05-13 05:42:21",4
10.8714154176,124.7141597606,0,"2017-05-13 02:47:36",4
10.7585468888,124.7870937176,0,"2017-05-21 04:18:28",4
10.7746472675,124.7638473473,0,"2017-06-08 04:03:02",5
10.8719038311,124.7138083912,0,"2017-05-14 02:25:28",5
10.6340026204,124.7769339290,0,"2017-06-05 05:02:57",5
10.6413757615,124.7786192782,0,"2017-06-10 07:23:31",5
10.7531419862,124.7843501531,0,"2017-05-21 06:22:05",4
10.7529592607,124.7841778211,0,"2017-06-12 02:56:55",4
10.7401823904,124.7909707669,0,"2017-05-25 06:56:41",4
10.8703387622,124.7150210012,0,"2017-06-10 02:20:57",4
10.8111807983,124.7645995393,0,"2017-05-28 04:21:41",4
10.8734486159,124.7121914383,0,"2017-05-19 02:37:21",5
10.8735776972,124.7111554351,0,"2017-05-19 05:23:41",4
10.8718879055,124.7137786355,0,"2017-05-14 03:04:37",4
10.7682070322,124.7846263368,0,"2017-05-22 01:26:42",4
10.8741486724,124.7104443982,0,"2017-06-11 04:57:01",4
10.6337374169,124.7768973839,0,"2017-06-04 07:46:46",4
10.8735147491,124.7119860817,0,"2017-05-18 07:08:10",4
10.8714916930,124.7141536418,0,"2017-05-13 04:38:06",4
10.6523651071,124.7836189996,0,"2017-05-27 06:28:13",4
10.6328681298,124.7769293189,0,"2017-06-02 05:28:39",4
10.7982385531,124.7689042334,0,"2017-05-07 03:31:53",4
10.8689142577,124.7164331004,0,"2017-05-29 03:17:02",4
10.6308434810,124.7764598485,0,"2017-06-03 01:24:22",5
10.8742569666,124.7105999663,0,"2017-05-16 03:45:51",4
10.8692901861,124.7162991576,0,"2017-05-30 02:00:27",5
10.8729884494,124.7116253246,0,"2017-05-15 02:23:28",4
10.7526696660,124.7841333970,0,"2017-06-12 02:54:55",4
10.9071599599,124.6321350429,0,"2017-05-24 02:10:30",5
10.8704697713,124.7149668541,0,"2017-05-30 07:31:01",4
10.6405844260,124.7812089510,0,"2017-06-15 04:41:04",4
10.7428846322,124.7872383054,0,"2017-05-25 03:45:18",5
10.7432893943,124.7868938930,0,"2017-05-25 04:01:04",5
10.6308716442,124.7764243092,0,"2017-06-03 01:51:00",4
10.8112040162,124.7645588033,0,"2017-05-28 04:40:56",4
10.6337297056,124.7769796103,0,"2017-06-04 07:55:28",5
10.7664878201,124.7756867856,0,"2017-05-19 08:26:26",4
10.8694388811,124.7162650432,0,"2017-05-30 02:39:41",5
10.8690197859,124.7165308334,0,"2017-05-29 04:30:32",4
10.7434986066,124.7866446991,0,"2017-05-25 04:42:49",5
10.8715687227,124.7141460143,0,"2017-05-13 06:16:20",5
10.6334928330,124.7765966412,0,"2017-05-08 03:20:46",4
10.7436958328,124.7865172941,0,"2017-05-06 01:19:13",4
10.8734698221,124.7117797192,0,"2017-05-18 07:19:25",4
10.8715512883,124.7140913643,0,"2017-05-13 06:56:35",5
10.7982589211,124.7688762378,0,"2017-05-07 03:34:53",4
10.8621944021,124.7180002648,0,"2017-05-16 04:12:06",4
10.8644675743,124.7177478019,0,"2017-05-15 01:20:34",5
10.7422048599,124.7859413736,0,"2017-05-27 00:15:43",4
10.6321792211,124.7765765246,0,"2017-06-03 02:45:22",5
10.8729830012,124.7116161045,0,"2017-05-15 03:02:43",4
10.7640075311,124.7851870861,0,"2017-06-12 00:48:21",5
10.8718806971,124.7137738578,0,"2017-05-14 03:10:08",4
10.8305480238,124.7384606581,0,"2017-05-30 07:57:12",5
