"ligation_id","digest_id","date",DNA,vol_in,water,barcode_num,"pool","well","plate","notes","regeno","total_reads","lack_rad_tag","low_quality","retained","correction","corr_message","corr_editor","corr_date"
"L1142","D1489","2015-03-31",10,1.9,20.3,4,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1143","D1490","2015-03-31",10,1.4,20.8,5,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1144","D1491","2015-03-31",10,2.2,20,6,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1145","D1492","2015-03-31",10,5.3,16.9,7,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1146","D1494","2015-03-31",10,2.6,19.6,8,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1147","D1495","2015-03-31",10,13.4,8.8,9,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1148","D1497","2015-03-31",10,3.8,18.4,10,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1149","D1501","2015-03-31",10,12.3,9.9,11,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1150","D1506","2015-03-31",10,1.8,20.4,12,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1151","D1509","2015-03-31",10,1.1,21.1,13,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1152","D1510","2015-03-31",10,1.6,20.6,14,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1153","D1511","2015-03-31",10,1.6,20.6,15,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1154","D1512","2015-03-31",10,2.4,19.8,16,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1155","D1521","2015-03-31",10,0.9,21.3,17,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1156","D1526","2015-03-31",10,2.7,19.5,18,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1157","D1527","2015-03-31",10,2.4,19.8,19,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1158","D1528","2015-03-31",10,2.3,19.9,20,"P029",NULL,NULL,NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1351","D1587","2015-05-22",200,5.7,16.5,1,"P034","A1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1352","D1588","2015-05-22",200,14.3,7.9,2,"P034","B1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1353","D1589","2015-05-22",200,6.7,15.5,3,"P034","C1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1354","D1590","2015-05-22",200,1.4,20.8,4,"P034","D1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1355","D1591","2015-05-22",200,1.7,20.5,5,"P034","E1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1356","D1592","2015-05-22",200,1.4,20.8,6,"P034","F1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1357","D1593","2015-05-22",200,2.8,19.4,7,"P034","G1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1358","D1594","2015-05-22",200,6.3,15.9,8,"P034","H1","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1359","D1595","2015-05-22",200,3.3,18.9,9,"P034","A2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1360","D1596","2015-05-22",200,1.4,20.8,10,"P034","B2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1361","D1597","2015-05-22",200,4.2,18,11,"P034","C2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1362","D1598","2015-05-22",200,7,15.2,12,"P034","D2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1363","D1599","2015-05-22",200,4.4,17.8,13,"P034","E2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1364","D1600","2015-05-22",200,8.1,14.1,14,"P034","F2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1365","D1601","2015-05-22",200,2,20.2,15,"P034","G2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1366","D1602","2015-05-22",200,17,5.2,16,"P034","H2","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1367","D1603","2015-05-22",200,3.9,18.3,17,"P034","A3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1368","D1604","2015-05-22",200,8.5,13.7,18,"P034","B3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1369","D1605","2015-05-22",200,9.4,12.8,19,"P034","C3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1370","D1606","2015-05-22",200,1.8,20.4,20,"P034","D3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1371","D1607","2015-05-22",200,1.3,20.9,21,"P034","E3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1372","D1608","2015-05-22",200,3.1,19.1,22,"P034","F3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1373","D1609","2015-05-22",200,1.3,20.9,23,"P034","G3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1374","D1610","2015-05-22",200,18.6,3.6,24,"P034","H3","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1375","D1611","2015-05-22",200,3.9,18.3,25,"P034","A4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1376","D1571","2015-05-22",200,15.9,6.3,26,"P034","B4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1377","D1585","2015-05-22",200,13.8,8.4,27,"P034","C4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1378","D1584","2015-05-22",200,20.2,2,28,"P034","D4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1379","D1569","2015-05-22",200,11.5,10.7,29,"P034","E4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1380","D1586","2015-05-22",200,9.9,12.3,30,"P034","F4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1381","D1576","2015-05-22",200,14.9,7.3,31,"P034","G4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1382","D1558","2015-05-22",200,11.1,11.1,32,"P034","H4","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1383","D1612","2015-05-22",200,2.9,19.3,33,"P034","A5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1384","D1613","2015-05-22",200,5.1,17.1,34,"P034","B5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1385","D1614","2015-05-22",200,5.4,16.8,35,"P034","C5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1386","D1615","2015-05-22",200,7.1,15.1,36,"P034","D5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1387","D1619","2015-05-22",200,8.2,14,37,"P034","E5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1388","D1620","2015-05-22",200,20.2,2,38,"P034","F5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1389","D1622","2015-05-22",200,12.7,9.5,39,"P034","G5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1390","D1626","2015-05-22",200,13.9,8.3,40,"P034","H5","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1391","D1630","2015-05-22",200,16.6,5.6,41,"P034","A6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1392","D1633","2015-05-22",200,19.2,3,42,"P034","B6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1393","D1634","2015-05-22",200,18,4.2,43,"P034","C6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1394","D1645","2015-05-22",200,13.9,8.3,44,"P034","D6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1395","D1646","2015-05-22",200,12.3,9.9,45,"P034","E6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1396","D1647","2015-05-22",200,19.1,3.1,46,"P034","F6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1397","D1650","2015-05-22",200,20.5,1.7,47,"P034","G6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1398","D1653","2015-05-22",200,12.6,9.6,48,"P034","H6","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1399","D1654","2015-05-22",200,6.2,16,1,"P035","A7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1400","D1655","2015-05-22",200,18.3,3.9,2,"P035","B7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1401","D1658","2015-05-22",200,16.4,5.8,3,"P035","C7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1402","D1659","2015-05-22",200,9.1,13.1,4,"P035","D7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1403","D1661","2015-05-22",200,9.7,12.5,5,"P035","E7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1404","D1662","2015-05-22",200,19,3.2,6,"P035","F7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1405","D1664","2015-05-22",200,12,10.2,7,"P035","G7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1406","D1665","2015-05-22",200,11.5,10.7,8,"P035","H7","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1407","D1667","2015-05-22",200,11.9,10.3,9,"P035","A8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1408","D1668","2015-05-22",200,21,1.2,10,"P035","B8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1409","D1669","2015-05-22",200,19,3.2,11,"P035","C8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1410","D1674","2015-05-22",200,15.6,6.6,12,"P035","D8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1411","D1679","2015-05-22",200,4.2,18,13,"P035","E8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1412","D1684","2015-05-22",200,19,3.2,14,"P035","F8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1413","D1691","2015-05-22",200,10,12.2,15,"P035","G8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1414","D1692","2015-05-22",200,4.4,17.8,16,"P035","H8","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1415","D1693","2015-05-22",200,8,14.2,17,"P035","A9","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1416","D1694","2015-05-22",200,20.2,2,18,"P035","B9","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1417","D1695","2015-05-22",200,12.9,9.3,19,"P035","C9","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1418","D1696","2015-05-22",200,17.2,5,20,"P035","D9","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
"L1419","D1697","2015-05-22",200,6.3,15.9,21,"P035","E9","L1351-L1446",NULL,"",NULL,NULL,NULL,NULL,"","","","0000-00-00"
