"ligation_id","digest_id","date",DNA,vol_in,water,barcode_num,"pool","well","plate","notes","regeno","total_reads","lack_rad_tag","low_quality","retained","correction","corr_message","corr_editor","corr_date"
"L0831","D0381","2014-11-25",30,17.4,4.8,1,"P024","A1","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","141038","24348","18011","97908","","","","0000-00-00"
"L0834","D0571","2014-11-25",30,14.7,7.5,4,"P024","D1","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","217873","41394","20530","154845","","","","0000-00-00"
"L0835","D0664","2014-11-25",30,14,8.2,5,"P024","E1","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","111437","25103","17570","68262","","","","0000-00-00"
"L0836","D0683","2014-11-25",30,14,8.2,6,"P024","F1","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","126057","30521","12421","82508","","","","0000-00-00"
"L0837","D0688","2014-11-25",30,11.7,10.5,7,"P024","G1","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","Y!","149241","31248","18547","98666","","","","0000-00-00"
"L0838","D0689","2014-11-25",30,14.7,7.5,8,"P024","H1","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","210438","55237","18142","136004","","","","0000-00-00"
"L0839","D0693","2014-11-25",30,11.8,10.4,9,"P024","A2","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","200229","89507","13309","96653","","","","0000-00-00"
"L0840","D0719","2014-11-25",30,8.6,13.6,10,"P024","B2","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","70095","22159","6338","41310","","","","0000-00-00"
"L0841","D0729","2014-11-25",30,11.2,11,11,"P024","C2","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","138579","34722","11972","91231","","","","0000-00-00"
"L0842","D0747","2014-11-25",30,12.1,10.1,12,"P024","D2","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","167932","38516","14974","113651","","","","0000-00-00"
"L0843","D0768","2014-11-25",30,12.9,9.3,13,"P024","E2","L0831-L0926","2016-01-05: L0843 is a Fuzzy match with L1638; 2016-01-05: L1637 is a Fuzzy match with L0843; 12-27-2015: Poor sequencing result","","478951","129467","73766","273424","","","","0000-00-00"
"L0848","D0480","2014-11-25",30,1.1,21.1,18,"P024","B3","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-04-22","18586","7318","1385","9806","","","","0000-00-00"
"L0849","D0432","2014-11-25",30,0.4,21.8,19,"P024","C3","L0831-L0926","12-27-2015: Poor sequencing result","","102760","39262","8965","54125","","","","0000-00-00"
"L0850","D0778","2014-11-25",30,2.2,20,20,"P024","D3","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","55977","15877","6729","33112","","","","0000-00-00"
"L0851","D0785","2014-11-25",30,0.6,21.6,21,"P024","E3","L0831-L0926","12-27-2015: Poor sequencing result","Y","16235","4339","4009","7826","","","","0000-00-00"
"L0856","D0786","2014-11-25",30,0.5,21.7,26,"P024","B4","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","87483","68978","2625","15757","","","","0000-00-00"
"L0877","D0790","2014-11-25",30,1.1,21.1,47,"P024","G6","L0831-L0926","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","40305","12790","3379","23960","","","","0000-00-00"
"L0881","D0939","2014-11-25",30,2.5,19.7,3,"P025","C7","L0831-L0926","APCL13_048 has been genotyped as L0881, L1032, and L1596; L0881 did not sequence well and is removed by dDocent before filtering begins","","269636","59721","33271","175770","","","","0000-00-00"
"L0934","D1084","2014-11-25",30,9.9,12.3,8,"P026","H1","L0927-L1022","2015-09-01: questionable sample identity","","1030696","165555","101166","760260","","","","0000-00-00"
"L0935","D1089","2014-11-25",30,12.1,10.1,9,"P026","A2","L0927-L1022","L0935 was regenotyped as L2254 from extract","","1111508","195848","113736","798025","","","","0000-00-00"
"L0938","D1108","2014-11-25",30,16.4,5.8,12,"P026","D2","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","483622","76881","70812","334248","","","","0000-00-00"
"L0939","D1121","2014-11-25",30,13.5,8.7,13,"P026","E2","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","843760","129831","99590","611174","","","","0000-00-00"
"L0940","D1123","2014-11-25",30,15.2,7,14,"P026","F2","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","1054824","152513","113385","784851","","","","0000-00-00"
"L0941","D1125","2014-11-25",30,14.8,7.4,15,"P026","G2","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","661400","97107","83210","478615","","","","0000-00-00"
"L0942","D1131","2014-11-25",30,13.4,8.8,16,"P026","H2","L0927-L1022","2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7)","","1127298","187597","117936","817711","","","","0000-00-00"
"L0947","D1137","2014-11-25",30,13.8,8.4,21,"P026","E3","L0927-L1022","2016-01-05: L0434 is a Fuzzy match with L0947; L0947 was regenotyped as L1739 from extract","","650707","106816","70082","471396","","","","0000-00-00"
"L0962","D1184","2014-11-25",30,10.5,11.7,36,"P026","D5","L0927-L1022","L0962 was regenotyped as L2350 from extract","","1054621","174269","87564","788873","","","","0000-00-00"
"L0966","D1194","2014-11-25",30,12.8,9.4,40,"P026","H5","L0927-L1022","12-27-2015: Poor sequencing result","","466157","76075","47308","341008","","","","0000-00-00"
"L0968","D1200","2014-11-25",30,17,5.2,42,"P026","B6","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","746896","122996","77367","543707","","","","0000-00-00"
"L0970","D1213","2014-11-25",30,9.3,12.9,44,"P026","D6","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","586342","90498","61931","431566","","","","0000-00-00"
"L0971","D1214","2014-11-25",30,16.3,5.9,45,"P026","E6","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","793694","124021","82607","583905","","","","0000-00-00"
"L0972","D1215","2014-11-25",30,15.7,6.5,46,"P026","F6","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","716971","108248","69126","536759","","","","0000-00-00"
"L0979","D1234","2014-11-25",30,16.2,6,5,"P027","E7","L0927-L1022","L0979 was regenotyped as L0980 from digest","","1865238","313932","127878","1416513","Y","Lab error - L0979 genotypes to match with L0980 and with a regenotype of APCL13_651; D1232 was changed to D1234","MRS","2016-07-21"
"L0980","D1234","2014-11-25",30,11.5,10.7,6,"P027","F7","L0927-L1022","2016-01-05: L0979 is a Fuzzy match with L0980; L0980 was regenotyped as L1725 from extract","","1415941","231683","96779","1082062","","","","0000-00-00"
"L1005","D1307","2014-11-25",30,10.2,12,31,"P027","G10","L0927-L1022","L1005 was regenotyped as L1729 from extract","","1703997","290161","111939","1295310","","","","0000-00-00"
"L1008","D0976","2014-11-25",30,3.1,19.1,34,"P027","B11","L0927-L1022","12-27-2015: Poor sequencing result","Y!","55854","10824","4356","40482","","","","0000-00-00"
"L1010","D0977","2014-11-25",30,3.4,18.8,36,"P027","D11","L0927-L1022","12-27-2015: Poor sequencing result","2015-07-02","26403","5337","2635","18338","","","","0000-00-00"
"L1011","D1111","2014-11-25",30,3.5,18.7,37,"P027","E11","L0927-L1022","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","210549","34376","17979","157335","","","","0000-00-00"
"L1012","D1105","2014-11-25",30,3.5,18.7,38,"P027","F11","L0927-L1022","12-27-2015: Poor sequencing result","","69237","12991","8153","47895","","","","0000-00-00"
"L1019","D1451","2014-11-25",30,14.4,7.8,45,"P027","E12","L0927-L1022","L1019 was regenotyped as L2400 from extract","","820046","141682","52049","623276","","","","0000-00-00"
"L1159","D0513","2015-04-22",200,4.1,18.1,1,"P030","A1","L1159-L1254","2015-12-08: regenotyped this sample in Pool 39; 12-27-2015: Poor sequencing result","","204489","2518","22327","178815","","","","0000-00-00"
"L1160","D0514","2015-04-22",200,3.5,18.7,2,"P030","B1","L1159-L1254","12-27-2015: Poor sequencing result","","261826","2180","28900","229619","","","","0000-00-00"
"L1161","D0516","2015-04-22",200,4.3,17.9,3,"P030","C1","L1159-L1254","2015-12-08: regenotyped this sample in Pool 39; 12-27-2015: Poor sequencing result","2015-07-02","33336","1332","4585","27267","","","","0000-00-00"
"L1162","D0518","2015-04-22",200,4.8,17.4,4,"P030","D1","L1159-L1254","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","180114","2082","14902","162337","","","","0000-00-00"
"L1163","D0522","2015-04-22",200,9.7,12.5,5,"P030","E1","L1159-L1254","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","194304","930","17289","175157","","","","0000-00-00"
"L1165","D0525","2015-04-22",200,6.9,15.3,7,"P030","G1","L1159-L1254","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","204985","1543","20070","182484","","","","0000-00-00"
"L1166","D0527","2015-04-22",200,7.1,15.1,8,"P030","H1","L1159-L1254","2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7); 12-27-2015: Poor sequencing result, use a new digest","Y","981","459","121","400","","","","0000-00-00"
"L1169","D0533","2015-04-22",200,5.4,16.8,11,"P030","C2","L1159-L1254","2016-01-05: L1169 is a Fuzzy match with L1624; 2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","220038","2219","19738","197103","","","","0000-00-00"
"L1170","D0535","2015-04-22",200,4.5,17.7,12,"P030","D2","L1159-L1254","2105-12-08: regenotyped in Pool 39; 12-27-2015: Poor sequencing result","2015-07-02","180463","7489","21342","150886","","","","0000-00-00"
"L1175","D0545","2015-04-22",200,3.5,18.7,17,"P030","A3","L1159-L1254","2016-01-05: L1175 is a Fuzzy match with L1627; 12-27-2015: Poor sequencing result","","264446","10449","26535","226347","Y","according to labnotebook page 97, grabbed D0545 to ligate L1175, changed D0544 to D0545","MRS","2016-07-22"
"L1176","D0546","2015-04-22",200,2.8,19.4,18,"P030","B3","L1159-L1254","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","211068","3794","22664","183633","","","","0000-00-00"
"L1177","D0549","2015-04-22",200,3.2,19,19,"P030","C3","L1159-L1254","12-27-2015: Poor sequencing result","","250703","15642","22490","211550","","","","0000-00-00"
"L1178","D0552","2015-04-22",200,3.5,18.7,20,"P030","D3","L1159-L1254","12-27-2015: Poor sequencing result","","243410","1315","24526","216510","","","","0000-00-00"
"L1179","D0553","2015-04-22",200,7.8,14.4,21,"P030","E3","L1159-L1254","12-27-2015: Poor sequencing result","","263633","3807","27396","231264","","","","0000-00-00"
"L1180","D0554","2015-04-22",200,3.6,18.6,22,"P030","F3","L1159-L1254","12-27-2015: Poor sequencing result","","266616","3251","28594","233605","","","","0000-00-00"
"L1207","D0365","2015-04-22",50,6.2,16,1,"P031","A7","L1159-L1254","12-27-2015: Poor sequencing result; previous seq (L0485) passed into genepop","2014-11-21","3085","213","2458","412","","","","0000-00-00"
"L1208","D0366","2015-04-22",50,7.1,15.1,2,"P031","B7","L1159-L1254","2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7); 12-27-2015: Poor sequencing result; previous seq passed into genepop (L0486)","2014-11-22","436","151","53","231","","","","0000-00-00"
"L1236","D1087","2015-04-22",50,5.6,16.6,30,"P031","F10","L1159-L1254","L1236 was regenotyped as L2252 from extract","","1497988","16942","144748","1329469","","","","0000-00-00"
"L1241","D1130","2015-04-22",50,3.5,18.7,35,"P031","C11","L1159-L1254","L1241 was regenotyped as L2392 from digest, passed into genepop","","784125","6541","76705","697326","","","","0000-00-00"
"L1252","D1299","2015-04-22",50,8.9,13.3,46,"P031","F12","L1159-L1254","L1252 was regenotyped as L2447 from extract","","1064582","7497","67155","984674","","","","0000-00-00"
"L1255","D0364","2015-04-22",25,7.4,14.8,1,"P032","A1","L1255-L1350","2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7); 12-27-2015: Poor sequencing result","Y","7156","343","6519","291","","","","0000-00-00"
"L1256","D0367","2015-04-22",25,9.6,12.6,2,"P032","B1","L1255-L1350","2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7); 12-27-2015: Poor sequencing result","Y","313","220","40","53","","","","0000-00-00"
"L1257","D0404","2015-04-22",25,2.5,19.7,3,"P032","C1","L1255-L1350","12-27-2015: Poor sequencing result","","121790","687","9998","110499","","","","0000-00-00"
"L1259","D0477","2015-04-22",25,4.9,17.3,5,"P032","E1","L1255-L1350","12-27-2015: Poor sequencing result, use a new digest","Y","3924","231","3432","261","","","","0000-00-00"
"L1264","D0526","2015-04-22",25,4.6,17.6,10,"P032","B2","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","116084","3322","6148","106066","","","","0000-00-00"
"L1273","D1106","2015-04-22",25,17,5.2,19,"P032","C3","L1255-L1350","12-27-2015: Poor sequencing result","","772829","25194","109053","635605","","","","0000-00-00"
"L1281","D1086","2015-04-22",25,4.4,17.8,27,"P032","C4","L1255-L1350","L1281 was regenotyped as L2251 from extract","","1725420","20074","153509","1544341","","","","0000-00-00"
"L1282","D1088","2015-04-22",25,4.4,17.8,28,"P032","D4","L1255-L1350","L1282 was regenotyped as L2253 from extract","","1479072","20254","137038","1315170","","","","0000-00-00"
"L1287","D1205","2015-04-22",25,4.4,17.8,33,"P032","A5","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","323722","3921","36534","281946","","","","0000-00-00"
"L1294","D1126","2015-04-22",25,17,5.2,40,"P032","H5","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","798068","6790","87965","699843","","","","0000-00-00"
"L1296","D1124","2015-04-22",25,17,5.2,42,"P032","B6","L1255-L1350","12-27-2015: Poor sequencing result","","1451610","11512","119769","1313367","","","","0000-00-00"
"L1297","D1201","2015-04-22",25,15.6,6.6,43,"P032","C6","L1255-L1350","12-27-2015: Poor sequencing result","","67720","1397","28099","38033","","","","0000-00-00"
"L1298","D1114","2015-04-22",25,17.1,5.1,44,"P032","D6","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","619254","7397","96363","512957","","","","0000-00-00"
"L1300","D1358","2015-04-22",25,4.4,17.8,46,"P032","F6","L1255-L1350","L1300 was regenotyped as L1748 from extract","","2031052","9499","146784","1865419","","","","0000-00-00"
"L1304","D0480","2015-04-22",10,3.9,18.3,2,"P033","B7","L1255-L1350","2015-12-09: this is a regenotype; 12-27-2015: Poor sequencing result, use a new digest","Y","44688","1404","5682","37406","","","","0000-00-00"
"L1305","D0520","2015-04-22",10,2.5,19.7,3,"P033","C7","L1255-L1350","2016-01-05: L1305 is a Fuzzy match with L1661; 2015-12-09: regenotyped","","229748","1760","15970","210880","","","","0000-00-00"
"L1306","D0675","2015-04-22",10,6.9,15.3,4,"P033","D7","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","130322","4311","8209","117199","","","","0000-00-00"
"L1307","D0745","2015-04-22",10,7,15.2,5,"P033","E7","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","2015-07-02","24804","1547","4812","18349","","","","0000-00-00"
"L1321","D1013","2015-04-22",10,7.1,15.1,19,"P033","C9","L1255-L1350","2015-06-24: Malin requested that this sample be re-genotyped for more reads","","442941","18764","28470","393563","","","","0000-00-00"
"L1325","D1109","2015-04-22",10,8.3,13.9,23,"P033","G9","L1255-L1350","12-27-2015: Poor sequencing result","","732479","8862","70473","649697","","","","0000-00-00"
"L1326","D1112","2015-04-22",10,7.3,14.9,24,"P033","H9","L1255-L1350","2015-06-24: Malin requested that this sample be re-genotyped for more reads","","855783","12496","76796","762585","","","","0000-00-00"
"L1327","D1113","2015-04-22",10,7.8,14.4,25,"P033","A10","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","659790","3706","77081","576242","","","","0000-00-00"
"L1328","D1117","2015-04-22",10,6.9,15.3,26,"P033","B10","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","516092","30627","40210","442864","","","","0000-00-00"
"L1334","D1218","2015-04-22",10,8,14.2,32,"P033","H10","L1255-L1350","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","850082","46407","65536","734412","","","","0000-00-00"
"L1341","D1315","2015-04-22",10,1.6,20.6,39,"P033","G11","L1255-L1350","2016-01-05: L0798 is a Fuzzy match with L1341; L1341 was regenotyped as L1746 from extract","","2453937","23489","162938","2256019","","","","0000-00-00"
"L1342","D1316","2015-04-22",10,20,2.2,40,"P033","H11","L1255-L1350","2016-01-05: L0799 is a Fuzzy match with L1342; L1342 was regenotyped as L1747 from extract","","1457922","10595","99530","1340921","","","","0000-00-00"
"L1343","D1317","2015-04-22",10,6.4,15.8,41,"P033","A12","L1255-L1350","2016-01-05: L1343 is a Fuzzy match with L1729; 2016-01-05: L1005 is a Fuzzy match with L1343","","382341","13587","27895","338944","","","","0000-00-00"
"L1349","D1452","2015-04-22",10,7.9,14.3,47,"P033","G12","L1255-L1350","2015-09-01: questionable sample identity","","444021","4673","24881","412229","","","","0000-00-00"
"L1350","D1470","2015-04-22",10,7.3,14.9,48,"P033","H12","L1255-L1350","2016-01-05: L1350 is a Fuzzy match with L1717; 2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","189065","3177","12372","172619","","","","0000-00-00"
"L1591","D0370","2015-07-02",200,4.1,18.1,1,"P039","A1","L1591-L1686","2016-01-05: L1025 is a Fuzzy match with L1591; 2015-12-09: regenotyped","","1096252","14775","176494","900724","","","","0000-00-00"
"L1592","D0371","2015-07-02",200,4.6,17.6,2,"P039","B1","L1591-L1686","2016-01-05: L1026 is a Fuzzy match with L1592; 2015-12-09: regenotyped","","1216246","13020","195400","1003001","","","","0000-00-00"
"L1593","D0374","2015-07-02",200,3.4,18.8,3,"P039","C1","L1591-L1686","2016-01-05: L1029 is a Fuzzy match with L1593; 2015-12-09: regenotyped","","804471","6684","130634","663964","","","","0000-00-00"
"L1594","D0376","2015-07-02",200,3.8,18.4,4,"P039","D1","L1591-L1686","2015-12-09: regenotyped","","827706","7230","127752","689218","","","","0000-00-00"
"L1595","D0385","2015-07-02",200,7.1,15.1,5,"P039","E1","L1591-L1686","2016-01-05: L1031 is a Fuzzy match with L1595; 2015-12-09: regenotyped","","833532","5878","131602","692832","","","","0000-00-00"
"L1596","D1387","2015-07-02",200,5,17.2,48,"P039","F1","L1591-L1686","2016-01-05: L1637 is a Fuzzy match with L1638; 2015-12-09: regenotyped","","4238242","17264","674645","3528821","Y","Sample was mislabeled, uncorrected sample ID was: APCL14_303L1638","MRS","2016-07-19"
"L1597","D0386","2015-07-02",200,4.6,17.6,6,"P039","G1","L1591-L1686","APCL13_048 has been genotyped as L0881, L1032, and L1596; 2016-01-05: L1596 is a Fuzzy match with L0595; 2015-12-09: regenotyped","Y!","984207","6703","146068","827316","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_048L1596","MRS","2016-07-19"
"L1598","D0388","2015-07-02",200,3.5,18.7,7,"P039","H1","L1591-L1686","2016-01-05: L0881 is a Fuzzy match with L1597; 2015-12-09: regenotyped","","903861","9378","147530","743121","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_050L1597","MRS","2016-07-19"
"L1599","D0389","2015-07-02",200,6.7,15.5,8,"P039","A2","L1591-L1686","2016-01-05: L1033 is a Fuzzy match with L1598; 2015-12-08: regenotyped from Pool 17","","1660241","13897","261457","1377951","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_051L1598","MRS","2016-07-19"
"L1600","D0390","2015-07-02",200,3.2,19,9,"P039","B2","L1591-L1686","2015-12-09: regenotyped; low number of reads, poor sequencing result, ","2015-03-31","9810","455","2881","6439","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_052L1599","MRS","2016-07-19"
"L1601","D0391","2015-07-02",200,3.2,19,10,"P039","C2","L1591-L1686","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","689842","4403","106525","576008","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_053L1600","MRS","2016-07-19"
"L1602","D0392","2015-07-02",200,3,19.2,11,"P039","D2","L1591-L1686","2015-12-09: regenotyped","","784152","10302","147458","623401","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_054L1601","MRS","2016-07-19"
"L1603","D0393","2015-07-02",200,3,19.2,12,"P039","E2","L1591-L1686","2016-01-05: L1037 is a Fuzzy match with L1602; 2015-12-09: regenotyped","","722501","7120","115305","597194","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_055L1602","MRS","2016-07-19"
"L1604","D0394","2015-07-02",200,3.2,19,13,"P039","F2","L1591-L1686","2016-01-05: L1038 is a Fuzzy match with L1603; 2015-12-09: regenotyped","","1145276","10099","175810","954561","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_056L1603","MRS","2016-07-19"
"L1605","D0734","2015-07-02",200,6.9,15.3,14,"P039","G2","L1591-L1686","2016-01-05: L1039 is a Fuzzy match with L1604; 2015-12-09: regenotyped","","228096","10904","36828","179479","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_398L1604","MRS","2016-07-19"
"L1606","D0396","2015-07-02",200,3.1,19.1,15,"P039","H2","L1591-L1686","2015-12-09: regenotyped","","504117","5304","81146","415506","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_058L1605","MRS","2016-07-19"
"L1607","D0397","2015-07-02",200,2.8,19.4,16,"P039","A3","L1591-L1686","There was a label shift on this plate and this ligation does not match with the previous genotype of the supposed identity, L1042 for APCL13_059. ","Y","1479045","13051","225243","1234676","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_059L1606","MRS","2016-07-19"
"L1608","D0399","2015-07-02",200,2.5,19.7,17,"P039","B3","L1591-L1686","2015-12-09: this was a regenotype but the previous ligation(L1043) worked best and was passed to genepop","2015-03-31","649","363","153","132","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_061L1607","MRS","2016-07-19"
"L1609","D0401","2015-07-02",200,4,18.2,18,"P039","C3","L1591-L1686","2015-12-09: regenotyped; 2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7); 12-27-2015: Poor sequencing result","","767458","8697","125495","630087","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_063L1608","MRS","2016-07-19"
"L1610","D0403","2015-07-02",200,7.3,14.9,19,"P039","D3","L1591-L1686","2016-01-05: L1045 is a Fuzzy match with L1609; 2015-12-09: regenotyped","","1236776","10659","210253","1010835","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_065L1609","MRS","2016-07-19"
"L1611","D0406","2015-07-02",200,3.6,18.6,20,"P039","E3","L1591-L1686","2016-01-05: L1047 is a Fuzzy match with L1610; 2015-12-09: regenotyped","","789108","9370","138348","638265","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_068L1610","MRS","2016-07-19"
"L1612","D0408","2015-07-02",200,3.4,18.8,21,"P039","F3","L1591-L1686","2016-01-05: L1050 is a Fuzzy match with L1611; 2015-12-09: regenotyped","","520981","4781","84229","429859","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_070L1611","MRS","2016-07-19"
"L1613","D0410","2015-07-02",200,5.2,17,22,"P039","G3","L1591-L1686","2016-01-05: L1051 is a Fuzzy match with L1612; 2015-12-09: regenotyped","","1038197","12777","168758","852641","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_072L1612","MRS","2016-07-19"
"L1614","D0418","2015-07-02",200,6.4,15.8,23,"P039","H3","L1591-L1686","2015-12-09: regenotyped","","687264","14104","110013","560403","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_080L1613","MRS","2016-07-19"
"L1615","D0421","2015-07-02",200,3,19.2,24,"P039","A4","L1591-L1686","2016-01-05: L1059 is a Fuzzy match with L1614; 2015-12-09: regenotyped","","624470","9953","102613","509324","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_083L1614","MRS","2016-07-19"
"L1616","D0427","2015-07-02",200,1,21.2,25,"P039","B4","L1591-L1686","2016-01-05: L1061 is a Fuzzy match with L1615; 2015-12-09: regenotyped, this is a regenotype but the previous seq had better results (L0424)","2014-07-19","590","203","260","126","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_089L1615","MRS","2016-07-19"
"L1617","D0433","2015-07-02",200,4.7,17.5,26,"P039","C4","L1591-L1686","2015-12-09: regenotyped; 2015-08-19 - low # of reads, fewer than 500 rad-tags, failed to make loci (m2M7); 12-27-2015: Poor sequencing result","","601921","6332","91662","501622","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_095L1616","MRS","2016-07-19"
"L1618","D0438","2015-07-02",200,6.5,15.7,27,"P039","D4","L1591-L1686","2016-01-05: L1067 is a Fuzzy match with L1617; 2015-12-09: regenotyped","","997875","20112","153291","820465","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_100L1617","MRS","2016-07-19"
"L1619","D0513","2015-07-02",200,4.1,18.1,28,"P039","E4","L1591-L1686","2015-12-09: regenotyped","","772349","4605","118083","646497","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_176L1618","MRS","2016-07-19"
"L1620","D0516","2015-07-02",200,4.3,17.9,29,"P039","F4","L1591-L1686","2015-12-09: regenotype, did not pass into genepop, poor seq result, has less than 125,000 reads","Y","107660","4846","16378","86031","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_179L1619","MRS","2016-07-19"
"L1621","D0518","2015-07-02",200,4.8,17.4,30,"P039","G4","L1591-L1686","2015-12-09: regenotyped; 12-27-2015: Poor sequencing result","","931799","6075","140506","781391","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_181L1620","MRS","2016-07-19"
"L1622","D0524","2015-07-02",200,2.1,20.1,31,"P039","H4","L1591-L1686","2016-01-05: L1621 is a Fuzzy match with L0728; 2015-12-09: regenotyped","","811693","5129","143572","659822","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_187L1621","MRS","2016-07-19"
"L1623","D0525","2015-07-02",200,6.9,15.3,32,"P039","A5","L1591-L1686","2016-01-05: L1023 is a Fuzzy match with L1622; 2015-12-09: regenotyped","","865309","4662","138919","718377","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_188L1622","MRS","2016-07-19"
"L1624","D0533","2015-07-02",200,5.4,16.8,33,"P039","B5","L1591-L1686","2015-12-09: regenotyped","","601547","4374","90575","504110","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_196L1623","MRS","2016-07-19"
"L1625","D0535","2015-07-02",200,4.5,17.7,34,"P039","C5","L1591-L1686","2016-01-05: L1169 is a Fuzzy match with L1624; 2105-12-08: regenotyped from Pool 30; use a new digest","Y","5700","560","1467","3659","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_199L1624","MRS","2016-07-19"
"L1626","D0543","2015-07-02",200,1.4,20.8,35,"P039","D5","L1591-L1686","12-27-2015: Poor sequencing result; L0444 was regenotyped as L1626 from digest","","1163642","8558","197533","952856","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_207L1625","MRS","2016-07-19"
"L1627","D0545","2015-07-02",200,2.2,20,36,"P039","E5","L1591-L1686","2016-01-05: L0444 is a Fuzzy match with L1626; 2015-12-09: regenotyped","","1633623","12766","250696","1363449","Y","Sample was mislabeled, uncorrected sample ID was: APCL13_209L1626","MRS","2016-07-19"
