"collector","fish_obs_time","fish_spp","size","anem_table_id","obs_notes","est_table_id"
"KAC","15:13:05","APCL",5,8902,NULL,584
"KAC","09:24:11","APCL",4,8903,"NEW TAG EVEN THOUGH RECHECK DIVE",585
"KAC","09:29:36","APCL",6,8905,NULL,586
"KAC","09:35:54","APCL",10,8906,"1 APFR TINY FISH",587
"KAC","09:38:05","APCL",10,8907,NULL,588
"KAC","09:03:00","APCL",4,8908,NULL,589
"KAC","09:18:57","APCL",5,8912,"ANOTHER ANEMONE WAS WRITTEN AS 2884, THINK THAT ONE WAS 2885 HOWEVER THERE IS A CHANCE THIS ANEMONE WAS UNTAGGED.",590
"KAC","09:24:03","APCL",5,8916,"2884 WRITTEN ON DATA SHEET BUT THINK THIS IS 2885",591
"KAC","09:27:20","APCL",10,8918,NULL,592
"KAC","09:32:05","APCL",9,8919,NULL,593
"KAC","09:33:42","APCL",5,8920,NULL,594
"KAC","09:36:59","APCL",10,8921,NULL,595
"KAC","09:48:00","APCL",13,8923,NULL,596
"KAC","09:50:52","APCL",11,8924,NULL,597
"KAC","09:53:47","APCL",4,8925,NULL,598
"KAC","10:06:18","APCL",7,8929,NULL,599
"KAC","10:09:41","APCL",10,8930,NULL,600
"KAC","10:16:37","APCL",5,8932,NULL,601
"KAC","10:18:50","APCL",5,8934,NULL,602
"KAC","10:23:20","APCL",10,8935,NULL,603
"KAC","10:26:34","APCL",11,8936,NULL,604
"KAC","10:34:42","APCL",10,8937,NULL,605
"KAC","10:55:03","APCL",10,8941,NULL,606
"KAC","10:57:14","APCL",10,8943,NULL,607
"KAC","10:57:15","APCL",9,8944,NULL,608
"KAC","11:23:38","APCL",6,8945,NULL,609
"KAC","08:20:45","APCL",9,8946,NULL,610
"KAC","08:43:04","APCL",6,8947,NULL,611
"KAC","08:46:15","APCL",6,8948,NULL,612
"KAC","08:47:38","APCL",6,8949,NULL,613
"KAC","08:54:46","APCL",7,8950,NULL,614
"KAC","13:12:36","APCL",10,8951,NULL,615
"KAC","13:18:54","APCL",8,8954,NULL,616
"KAC","13:19:25","APCL",14,8955,NULL,617
"KAC","13:27:04","APCL",8,8956,NULL,618
"KAC","13:28:45","APCL",5,8957,NULL,619
"KAC","13:54:00","APCL",10,8963,NULL,620
"KAC","13:54:00","APCL",4,8964,NULL,621
"KAC","14:12:00","APCL",5,8966,NULL,622
"KAC","08:33:15","APCL",7,8973,NULL,623
"KAC","08:41:48","APCL",6,8976,NULL,624
"KAC","08:42:53","APCL",6,8977,NULL,625
"KAC","08:57:51","APCL",4,8978,NULL,626
"KAC","08:59:55","APCL",8,8979,NULL,627
"KAC","09:35:49","APCL",5,8980,"TAG PULLED OUT, HAMMERED IT BACK IN",628
"KAC","09:58:30","APCL",2,8982,NULL,629
"KAC","10:17:30","APCL",4,8984,"NO TAG BUT REMEMBER TAGGING EARLIER IN THE SEASON SO MUST HAVE LOST TAG",630
"KAC","10:30:52","APCL",3,8985,"POSSIBLY 5 FISH, THE EXTRA WOULD BE 8…GERRY THINKS 4 FISH, KATRINA THINKS 5",631
"KAC","09:10:40","APCL",10,8987,NULL,632
"KAC","09:16:21","APCL",6,8988,NULL,633
"KAC","09:23:01","APCL",4,8989,NULL,634
"KAC","09:46:00","APCL",9,8991,NULL,635
"KAC","09:53:06","APCL",2,8995,NULL,636
"KAC","10:02:16","APCL",2,8997,NULL,637
"KAC","10:05:24","APCL",3,8998,NULL,638
"KAC","10:12:01","APCL",4,9000,"TOTALLY IN THE SAND, DIFFICULT TO FIND A PLACE TO TAG SO THE TAG IS OFF IN THE ROCKS",639
"KAC","10:16:57","APCL",11,9002,NULL,640
"KAC","10:20:01","APCL",3,9003,NULL,641
"KAC","10:36:28","APCL",5,9007,NULL,642
"KAC","10:39:32","APCL",9,9008,NULL,643
"KAC","10:45:13","APCL",11,9010,"UNREADABLE ON ANEM DATA SHEET, 1254 ON CLOWNFISH DATA SHEET",644
"KAC","11:08:27","APCL",11,9011,NULL,645
"KAC","12:42:54","APCL",2,9012,NULL,646
"KAC","12:47:44","APCL",7,9013,NULL,647
"KAC","12:57:27","APCL",11,9017,NULL,648
"KAC","13:28:50","APCL",10,9023,NULL,649
"KAC","14:00:00","APCL",10,9024,NULL,650
"KAC","14:16:39","APCL",4,9025,NULL,651
"KAC","14:31:49","APCL",2,9026,"UNREADABLE ON ANEM DATA SHEET, 1252 ON CLOWNFISH DATA SHEET",652
"MRS","10:13:00","APCL",8,9027,"Fish basket was next to this anem id, but anem was not recorded by KAC",653
"MRS, G_S","09:26:00","APCL", 8,7532,"APPE 3. 0, 5",654
"G_S","10:35:08","APPE",7,8102,NULL,655
"G_S","10:43:29","APPE",7,8105,NULL,656
"G_S","10:45:00","APPE",7,8107,NULL,657
"G_S","10:45:43","APPE",6,8108,NULL,658
"G_S","10:48:17","APCL",9,8111,NULL,659
"G_S","10:48:17","APPE",10,8112,NULL,660
"G_S","11:00:40","APCL",10,8113,NULL,661
"G_S","11:10:43","APCL",12,8114,NULL,662
"G_S","11:27:40","APCL",11,8117,NULL,663
"G_S","11:43:02","APCL",10,8119,NULL,664
"G_S","11:49:36","APCL", 1,8120,NULL,665
"G_S","11:55:12","APCL",10,8121,NULL,666
"G_S","14:14:10","APCL",7,8126,NULL,667
"G_S","14:26:07","APCL",5,8128,NULL,668
"G_S","14:31:35","APCL",3,8129,NULL,669
"G_S","14:47:43","APCL",6,8131,NULL,670
"G_S","14:57:10","APCL",10,8132,NULL,671
"G_S","15:11:07","APCL",9,8133,NULL,672
"G_S","09:46:46","APCL",7,8134,NULL,673
"G_S","09:56:42","APCL",4,8135,NULL,674
"G_S","10:06:26","APCL",5,8136,NULL,675
"G_S","10:14:24","APCL",3,8137,NULL,676
"G_S","10:23:40","APCL",8,8138,NULL,677
"G_S","10:34:32","APCL",5,8139,NULL,678
"G_S","10:50:36","APCL",4,8140,NULL,679
"G_S","10:58:22","APCL",7,8141,NULL,680
"G_S","11:11:28","APCL",10,8142,NULL,681
"G_S","11:23:35","APCL",3,8143,NULL,682
"G_S","11:33:52","APCL",3,8144,NULL,683
"G_S","09:36:20","APCL",8,8145,NULL,684
"G_S","10:01:00","APFR",2,8147,NULL,685
"G_S","10:01:02","APCL",10,8148,NULL,686
"G_S","10:19:33","APCL",2,8150,NULL,687
"G_S","10:21:22","APCL",5,8151,NULL,688
"G_S","10:29:58","APCL",10,8152,NULL,689
"G_S","10:43:45","APCL",7,8153,NULL,690
"G_S","10:48:17","APCL",2,8154,NULL,691
"G_S","10:58:10","APCL",1,8155,NULL,692
"G_S","11:03:02","APCL",12,8156,NULL,693
"G_S","12:35:34","APCL",11,8158,NULL,694
"G_S","12:40:47","APCL",4,8159,NULL,695
"G_S","12:57:32","APCL",5,8161,NULL,696
"G_S","13:10:55","APCL",11,8163,NULL,697
"G_S","13:23:24","APCL",10,8164,NULL,698
"G_S","13:29:51","APCL",2,8165,NULL,699
"G_S","13:41:55","APCL",10,8166,NULL,700
"G_S","13:59:05","APCL",9,8167,NULL,701
"G_S","14:08:25","APCL",10,8168,NULL,702
"G_S","14:13:05","APCL",3,8169,NULL,703
"G_S","14:25:45","APCL",10,8170,NULL,704
"G_S","14:34:16","APCL",8,8171,NULL,705
"G_S","09:55:20","APCL",3,8172,NULL,706
"G_S","10:05:45","APCL",9,8173,NULL,707
"G_S","10:15:26","APCL",9,8174,NULL,708
"G_S","10:22:20","APCL",11,8175,NULL,709
"G_S","10:35:32","APCL",8,8176,NULL,710
"G_S","10:41:13","APCL",1,8177,NULL,711
"G_S","11:07:46","APCL",1,8178,NULL,712
"MLP","10:35:00","APCL", 4,8186,NULL,713
"MLP","10:40:00","APCL", 8,8187,NULL,714
"MLP","10:44:00","APPE", 4,8189,NULL,715
"MLP","10:46:00","APCL", 4,8190,NULL,716
"MLP","10:51:00","APCL", 2,8191,"BLACK, APSA 2, APPE 3",717
"MLP","10:57:00","APCL", 3,8194,"APPE 3",718
"MLP","11:40:00","APPE", 2,8195,"APCL 1",719
"MLP","11:47:00","APPE", 4,8197,NULL,720
"MLP","11:50:00","APFR", 8,8199,NULL,721
"MLP","11:51:00","APPE", 5,8200,NULL,722
"MLP","12:06:00","APPE", 4,8204,NULL,723
"MLP","12:06:00","APPE", 6,8205,NULL,724
"MLP","12:11:00","APCL", 12,8206,"APPE 2, CAUGHT 1",725
"MLP","14:02:00","APPE", 6,8207,NULL,726
"MLP","14:06:00","APPE", 5,8209,NULL,727
"MLP","14:07:00","APPE", 3,8210,NULL,728
"MLP","14:09:00","APPE", 3,8211,NULL,729
"MLP","14:11:00","APPE", 5,8212,NULL,730
"MLP","14:12:00","APCL", 10,8213,NULL,731
"MLP","14:18:00","APCL", 10,8214,NULL,732
"MLP","14:22:00","APCL", 2,8215,NULL,733
"MLP","14:43:00","APCL", 12,8217,NULL,734
"MLP","14:53:00","APPE", 2,8218,NULL,735
"MLP","14:53:00","APPE", 3,8219,NULL,736
"MLP","15:17:00","APCL", 5,8220,NULL,737
"MLP","10:00:00","APPE", 6,8222,"REPEAT OBSV FROM 5/18",738
"MLP","10:10:00","APCL", 2,8225,NULL,739
"MLP","10:17:00","APPE", 1,8229,NULL,740
"MLP","10:17:00","APPE", 5,8230,NULL,741
"MLP","10:23:00","APPE", 5,8234,NULL,742
"MLP","10:26:00","APPE", 4,8236,"REPEAT OBSV FROM 5/18",743
"MLP","10:27:00","APPE", 8,8237,NULL,744
"MLP","10:32:00","APCL", 4,8238,NULL,745
"MLP","10:35:00","APCL", 8,8239,"APFR 2",746
"MLP","10:42:00","APPE", 4,8240,NULL,747
"MLP","10:55:00","APCL", 3,8242,NULL,748
"MLP","11:05:00","APCL", 3,8244,NULL,749
"MLP","11:10:00","APFR", 3,8245,NULL,750
"MLP","11:13:00","APCL", 10,8246,NULL,751
"MLP","11:16:00","APPE", 3,8247,NULL,752
"MLP","11:19:00","APPE", 5,8248,NULL,753
"MLP","11:22:00","APPE", 6,8250,NULL,754
"MLP","11:25:00","APCL", 8,8251,NULL,755
"MLP","11:28:00","APCL", 9,8252,NULL,756
"MLP","11:28:00","APPE", 2,8252,NULL,757
"MLP","11:30:00","APPE", 6,8254,NULL,758
"MLP","11:31:00","APCL", 9,8255,NULL,759
"MLP","11:42:00","APPE", 6,8256,NULL,760
"MLP","11:46:00","APPE", 4,8258,NULL,761
"MRS","11:58:00","APCL",10,8260,"This anem tag was added on this dive but not recorded by the anem surveyor, fish collector recorded anem closest to fish basket.",762
"KAC, MLP","13:09:00","APCL", 6,8261,NULL,763
"MRS","13:21:00","APCL",10,8263,"This anem tag was not recorded by the anem surveyor during this dive, fish collector recorded anem closest to fish basket.",764
"KAC, MLP","13:23:00","APCL",10,8264,NULL,765
"KAC, MLP","13:25:00","APFR",5,8265,NULL,766
"KAC, MLP","13:35:00","APPE",4,8267,NULL,767
"KAC, MLP","13:36:00","APCL",9,8268,NULL,768
"KAC, MLP","13:39:00","APPE",4,8269,NULL,769
"KAC, MLP","13:40:00","APPE",4,8270,NULL,770
"KAC, MLP","13:42:00","APPE",2,8271,NULL,771
"KAC, MLP","13:45:00","APCL",5,8272,NULL,772
"KAC, MLP","13:48:00","APCL",5,8273,NULL,773
"KAC, MLP","13:52:00","APPE",5,8274,NULL,774
"KAC, MLP","13:56:00","APPE",5,8275,NULL,775
"KAC, MLP","13:59:00","PRBI",5,8276,NULL,776
"KAC, MLP","14:01:00","APPE",3,8277,NULL,777
"KAC, MLP","14:05:00","APPE",5,8280,NULL,778
"KAC, MLP","14:08:00","APCL",9,8281,"1 APPE, 2cm",779
"KAC, MLP","14:13:00","APPE",4,8282,NULL,780
"KAC, MLP","14:16:00","APFR",7,8283,NULL,781
"KAC, MLP","14:17:00","APCL",9,8284,NULL,782
"KAC, MLP","14:27:00","APPE",5,8286,NULL,783
"KAC, MLP","14:30:00","APPE",4,8287,NULL,784
"KAC, MLP","14:31:00","APPE",4,8288,NULL,785
"KAC, MLP","14:37:00","APCL",6,8290,"1 APPE, 1cm; black APCL was not caught, 10cm, not sure which anemone but might be this one",786
"KAC, MLP","14:45:00","APCL",4,8291,"1 APPE, no anem ID written down, believe based on coordinates that this is 2195 although it could be 486",787
"KAC","10:28:32","APPE",6,8292,NULL,788
"KAC","10:31:20","APCL",9,8293,NULL,789
"KAC","10:33:40","APPE",4,8294,NULL,790
"KAC","10:35:09","APCL",5,8295,NULL,791
"KAC","10:37:00","APPE",4,8296,NULL,792
"KAC","10:38:36","APCL",10,8297,"from earlier, fins clipped by Michelle and Gerry",793
"KAC","10:40:35","APPE",4,8298,NULL,794
"KAC","10:43:42","APCL",5,8300,NULL,795
"KAC","10:44:53","APPE",4,8301,NULL,796
"KAC","10:46:09","APCL",10,8302,"clipped by Michelle and Gerry earlier",797
"KAC","10:48:28","APPE",5,8303,NULL,798
"KAC","10:49:44","APPE",3,8304,NULL,799
"KAC","10:51:25","APPE",4,8305,NULL,800
"KAC","10:54:00","APPE",4,8307,NULL,801
"KAC","10:54:48","APPE",3,8308,NULL,802
"KAC","11:00:28","APCL",2,8309,"larger fish fin clipped",803
"KAC","11:02:14","APPE",2,8310,NULL,804
"KAC","11:02:14","APCL",7,8312,NULL,805
"KAC","11:02:14","APPE",5,8313,NULL,806
"KAC","11:09:45","APPE",4,8314,NULL,807
"KAC","11:12:14","APCL",9,8315,NULL,808
"KAC","11:19:00","APCL",9,8316,"eggs!",809
"KAC","11:34:11","APPE",4,8317,NULL,810
"KAC","11:36:17","APOC",5,8318,NULL,811
"KAC","11:37:17","APCL",7,8319,NULL,812
"KAC","11:41:43","APPE",4,8322,NULL,813
"KAC","11:43:08","APPE",3,8323,NULL,814
"MRS","11:44:00","APPE",2,8324,NULL,815
"KAC","11:44:00","APCL",11,8325,NULL,816
"KAC","11:47:23","APPE",4,8326,NULL,817
"KAC","12:02:31","APCL",2,8328,NULL,818
"KAC","12:02:31","APCL",3,8329,NULL,819
"KAC","12:06:51","APPE",3,8330,NULL,820
"KAC","13:35:38","APPE",3,8332,NULL,821
"KAC","13:36:00","APPE",1,8333,NULL,822
"KAC","13:43:43","APCL",10,8334,"repeat observation from 5/19, survey 31",823
"KAC","13:44:12","APPE",4,8336,NULL,824
"KAC","13:45:22","APPE",2,8337,NULL,825
"KAC","13:45:30","APCL",9,8338,"10 was clipped, caught 9",826
"KAC","13:52:30","APCL",8,8342,"why is one clipped?",827
"KAC","14:01:13","APFR",8,8345,NULL,828
"KAC","14:05:49","APCL",9,8346,NULL,829
"KAC","14:23:54","APPE",4,8352,NULL,830
"KAC","14:25:19","APPE",5,8353,NULL,831
"KAC","14:26:21","APPE",4,8355,NULL,832
"KAC","14:34:05","APCL",7,8357,NULL,833
"KAC","14:39:45","APPE",4,8360,NULL,834
"KAC","14:45:33","APPE",3,8361,NULL,835
"KAC","14:56:16","APPE",4,8365,NULL,836
"KAC","14:57:04","APPE",5,8366,NULL,837
"KAC","09:39:42","APCL",5,8367,NULL,838
"KAC","09:49:07","APCL",8,8369,"1 APPE, 3cm",839
"KAC","09:51:41","APCL",6,8370,NULL,840
"KAC","10:08:00","APCL",8,8372,NULL,841
"KAC","10:19:17","APPE",4,8375,NULL,842
"KAC","12:41:18","APCL",2,8380,NULL,843
"KAC","12:44:21","APCL",2,8381,NULL,844
"KAC","12:53:22","APCL",3,8383,"1 APPE, 2cm",845
"KAC","12:58:04","APCL",2,8384,"2 APPE, 4cm, 3cm",846
"KAC","13:43:34","APCL",2,8389,NULL,847
"KAC","13:46:25","APPE",6,8390,NULL,848
"KAC","14:09:15","APCL",3,8392,NULL,849
"KAC","14:10:13","APCL",3,8393,NULL,850
"KAC","09:51:51","APCL",6,8394,NULL,851
"KAC","10:31:36","APCL",8,8399,NULL,852
"KAC","10:33:10","APPE",4,8400,NULL,853
"KAC","10:45:42","APCL",4,8402,"1 APPE, 4cm",854
"KAC","10:48:59","APCL",7,8404,NULL,855
"KAC","11:35:00","APCL",3,8405,"1 APPE, 3cm",856
"KAC","13:33:45","APPE",3,8407,NULL,857
"MRS","13:35:00","APCL",8,8408,"This anem tag was added on this dive but not recorded by the anem surveyor, fish collector recorded anem closest to fish basket.",858
"KAC","13:48:34","APPE",6,8409,NULL,859
"KAC","13:57:18","APPE",5,8413,NULL,860
"KAC","14:03:52","APCL",6,8416,NULL,861
"KAC","14:20:05","APCL",7,8418,NULL,862
"KAC","14:25:15","APCL",8,8421,NULL,863
"KAC","08:59:17","APPE",5,8423,NULL,864
"KAC","09:01:14","APPE",4,8424,NULL,865
"KAC","09:06:12","APCL",11,8426,"no eggs",866
"KAC","09:46:21","APCL",3,8427,"no eggs",867
"KAC","09:57:21","APCL",5,8428,"2 APPE, 3cm, 3cm",868
"KAC","10:24:50","APPE",7,8429,NULL,869
"KAC","12:06:10","APCL",4,8430,"wiley",870
"KAC","08:33:13","APCL",5,8434,NULL,871
"KAC","09:27:23","APCL",6,8436,NULL,872
"KAC","09:29:51","APCL",5,8437,NULL,873
"KAC","09:38:19","APCL",4,8438,NULL,874
"KAC","10:24:19","APCL",7,8439,"APPE 3cm",875
"KAC","11:47:09","APCL",4,8440,NULL,876
"KAC","11:59:47","APCL",7,8441,NULL,877
"KAC","12:31:20","APCL",3,8444,"no eggs",878
"KAC","12:40:08","APFR",6,8445,NULL,879
"KAC","12:55:47","APCL",11,8446,"1 APPE",880
"KAC","09:30:10","APCL", 11,8447,"1 APPE 4 CM",881
"KAC","09:47:11","APCL",3,8448,NULL,882
"KAC","09:56:39","APCL", 10,8449,NULL,883
"KAC","10:02:01","APFR", 9,8450,NULL,884
"KAC","10:06:14","APCL", 10,8452,"1 APPE 4, EGGS, 1 ESCAPEE, OR SMALLER OF 2674…",885
"KAC","10:10:33","APCL", 10,8453,"2 APPE 3, 4",886
"KAC","10:28:09","APFR", 7,8455,NULL,887
"KAC","10:30:58","APFR", 13,8456,NULL,888
"KAC","10:48:17","APFR", 8,8462,NULL,889
"KAC","10:53:50","APCL", 5,8463,NULL,890
"KAC","10:55:11","APFR", 9,8464,NULL,891
"KAC","11:02:10","APSE", 5,8465,NULL,892
"KAC","11:07:58","APFR", 4,8466,NULL,893
"KAC","11:10:16","APFR", 7,8467,"RED ANEMONE",894
"KAC","12:46:38","APCL", 9,8469,"2 APPE 3CM",895
"MRS","12:49:00","APCL", 2,8470,"This anem tag was added on this dive but not recorded by the anem surveyor, fish collector recorded anem closest to fish basket.",896
"KAC","12:52:42","APFR", 12,8471,NULL,897
"KAC","12:56:30","APPE", 5,8472,NULL,898
"KAC","13:05:33","APCL", 8,8473,NULL,899
"KAC","13:56:40","APCL", 11,8474,NULL,900
"KAC","14:01:53","APCL", 4,8475,NULL,901
"KAC","09:20:10","APCL",9,8476,"1 appe 4cm",902
"KAC","09:35:53","APPE",7,8477,NULL,903
"KAC","09:38:42","APCL",8,8478,NULL,904
"KAC","11:06:43","APCL",3,8480,NULL,905
"KAC","11:23:23","APCL",8,8483,NULL,906
"KAC","11:28:43","APFR",7,8484,NULL,907
"KAC","11:38:52","APCL",10,8485,NULL,908
"KAC","11:48:30","APCL",8,8486,NULL,909
"KAC","12:03:50","APCL",7,8488,NULL,910
"KAC","12:08:55","APPE",6,8489,NULL,911
"KAC","12:20:20","APCL",8,8491,"1 APPE 3CM",912
"KAC","12:35:30","APCL",4,8494,NULL,913
"KAC","10:29:05","APCL",8,8495,NULL,914
"KAC","10:29:05","APCL",7,8496,NULL,915
"KAC","10:29:05","APPE",4,8497,NULL,916
"KAC","10:45:11","APCL",7,8499,NULL,917
"KAC","10:50:31","APCL",7,8500,"1 APPE 2CM",918
"KAC","10:57:34","APPE",2,8502,NULL,919
"KAC","11:05:31","APPE",4,8504,NULL,920
"KAC","11:12:57","APCL",9,8505,NULL,921
"KAC","11:22:15","APCL",6,8506,NULL,922
"KAC","11:56:05","APCL",5,8513,NULL,923
"KAC","11:59:20","APCL",9,8514,NULL,924
"KAC","12:25:27","APCL",4,8515,NULL,925
"KAC","12:37:40","APPE",4,8517,NULL,926
"KAC","12:44:00","APCL",4,8518,NULL,927
"KAC","12:47:56","APCL",6,8519,NULL,928
"KAC","09:19:22","APCL",2,8520,NULL,929
"KAC","09:19:22","APCL",8,8521,NULL,930
"KAC","09:19:22","APCL",6,8522,"terribly tagged, no good place, sorry",931
"KAC","09:35:26","APCL",6,8527,NULL,932
"KAC","09:49:29","APCL",5,8533,NULL,933
"KAC","09:49:29","APCL",6,8534,NULL,934
"KAC","10:01:47","APCL",10,8544,NULL,935
"KAC","10:17:09","APCL",8,8546,NULL,936
"KAC","10:24:01","APCL",6,8549,NULL,937
"KAC","10:26:24","APCL",3,8550,NULL,938
"KAC","10:29:00","APCL",8,8551,NULL,939
"KAC","10:32:00","APCL",9,8553,NULL,940
"KAC","10:35:13","APCL",6,8554,NULL,941
"KAC","11:01:00","APCL",6,8556,NULL,942
"KAC","11:05:44","APCL",9,8559,NULL,943
"KAC","11:21:13","APCL",4,8560,NULL,944
"KAC","13:13:13","APCL",3,8562,NULL,945
"KAC","13:18:00","APFR",6,8567,NULL,946
"KAC","13:21:00","APCL",8,8569,NULL,947
"KAC","13:21:00","APFR",5,8570,NULL,948
"KAC","13:31:19","APCL",8,8573,NULL,949
"KAC","13:36:14","APCL",8,8577,NULL,950
"KAC","13:46:57","APCL",5,8584,NULL,951
"KAC","13:58:18","APCL",8,8595,NULL,952
"KAC","14:02:03","APCL",5,8598,NULL,953
"KAC","14:08:51","APCL",9,8603,NULL,954
"KAC","14:19:35","APCL","",8606,NULL,955
"KAC","14:53:00","APCL",10,8619,NULL,956
"KAC","15:01:00","APCL",9,8620,NULL,957
"KAC","15:04:45","APCL",7,8621,NULL,958
"KAC","12:04:03","APCL",4,8629,NULL,959
"KAC","12:07:23","APCL",5,8632,NULL,960
"KAC","12:10:56","APCL",7,8633,NULL,961
"KAC","12:16:09","APCL",10,8637,"WROTE 2762 on the datasheet twice, this one is 2764, I think",962
"KAC","12:19:51","APCL",5,8638,NULL,963
"KAC","12:23:20","APCL",9,8639,NULL,964
"KAC","12:29:27","APCL",3,8642,NULL,965
"KAC","12:30:38","APCL",7,8643,NULL,966
"KAC","12:33:23","APCL",5,8644,NULL,967
"KAC","12:41:44","APCL",6,8645,NULL,968
"KAC","12:46:56","APCL",2,8647,NULL,969
"KAC","13:06:10","APCL",3,8653,NULL,970
"KAC","13:12:28","APCL",4,8658,NULL,971
"KAC","13:18:42","APCL",8,8659,NULL,972
"KAC","13:19:16","APCL",3,8660,NULL,973
"KAC","13:23:57","APCL",9,8661,NULL,974
"KAC","13:26:24","APCL",3,8662,NULL,975
"KAC","13:34:43","APCL",9,8665,NULL,976
"KAC","14:09:13","APCL",3,8667,NULL,977
"KAC","11:13:23","APFR",11,8668,NULL,978
"KAC","11:16:00","APCL",9,8669,NULL,979
"KAC","11:18:41","APCL",11,8671,NULL,980
"KAC","11:23:30","APCL",8,8673,NULL,981
"KAC","11:27:28","APCL",9,8674,"WEIRD VIBRATING",982
"KAC","11:31:09","APCL",4,8675,NULL,983
"KAC","11:32:50","APCL",12,8676,"UNSURE OF FISH SPECIES, 3 WHITE BANDS, DARK RED",984
"KAC","11:37:41","APCL",4,8677,"WEIRD VIBRATING",985
"KAC","11:43:01","APCL",4,8679,NULL,986
"KAC","11:46:15","APFR",10,8681,NULL,987
"KAC","12:03:44","APCL",1,8684,"NO ANEM ID WRITTEN ON DATASHEET, ASSUMING 2782 BECAUSE MISSING NUMBER",988
"KAC","12:10:03","APCL",5,8688,NULL,989
"KAC","10:21:32","APCL", 3,8690,NULL,990
"KAC","10:23:25","APCL", 2,8691,NULL,991
"KAC","10:25:00","APCL", 3,8693,NULL,992
"KAC","10:27:19","APCL", 3,8694,NULL,993
"KAC","10:31:44","APCL", 10,8695,NULL,994
"KAC","10:36:38","APCL", 3,8697,NULL,995
"KAC","10:43:57","APCL", 11,8702,NULL,996
"KAC","10:57:02","APCL", 11,8704,"next to 2781 from 6/3",997
"KAC","11:02:32","APCL", 4,8705,NULL,998
"KAC","11:03:34","APCL", 10,8706,NULL,999
"KAC","11:13:25","APCL", 4,8709,NULL,1000
